model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,execution_time_mean,execution_time_median,execution_time_sd,prediction_accuracy,auc_roc,total_duration_mean,total_duration_median,total_duration_sd,load_duration_mean,load_duration_median,load_duration_sd,prompt_eval_duration_mean,prompt_eval_duration_median,prompt_eval_duration_sd,eval_duration_mean,eval_duration_median,eval_duration_sd,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,txt_accuracy,txt_auc_roc,model_dir,model_params,model_quantization
gemma2:9b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.36792230129241943,0.33775532245635986,0.23567746405962478,60.0,0.5634195839675291,,,,,,,,,,,,,12,48,25,15,0.32432432432432434,0.4444444444444444,0.375,60.0,0.5634,gemma2_9b-instruct-q4_k_m,9,q4_k_m
gemma2:9b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,4.074102849960327,4.006592273712158,0.5169124846616301,58.0,0.6294563279857398,,,,,,,,,,,,,27,31,35,7,0.43548387096774194,0.7941176470588235,0.5625,58.0,0.6295,gemma2_9b-instruct-q4_k_m,9,q4_k_m
gemma2:9b-instruct-q4_K_M,PromptType.COT,100,100,0,0,3.91924179315567,3.9504204988479614,0.4493408635891471,56.0,0.5707762557077626,,,,,,,,,,,,,17,39,34,10,0.3333333333333333,0.6296296296296297,0.43589743589743585,56.0,0.5708,gemma2_9b-instruct-q4_k_m,9,q4_k_m
olmo2:13b-1124-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.29442917346954345,0.2529144287109375,0.24767585832846312,70.0,0.4917763157894737,,,,,,,,,,,,,9,61,15,15,0.375,0.375,0.375,70.0,0.4918,olmo2_13b-1124-instruct-q4_k_m,13,q4_k_m
olmo2:13b-1124-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,6.045706934928894,5.904535293579102,0.6805826039119434,55.0,0.6170634920634921,,,,,,,,,,,,,17,38,34,11,0.3333333333333333,0.6071428571428571,0.430379746835443,55.0,0.6171,olmo2_13b-1124-instruct-q4_k_m,13,q4_k_m
olmo2:13b-1124-instruct-q4_K_M,PromptType.COT,100,100,0,0,4.682685232162475,4.682155609130859,0.6063088716950377,46.0,0.5282666666666667,,,,,,,,,,,,,17,29,46,8,0.2698412698412698,0.68,0.3863636363636363,46.0,0.5283,olmo2_13b-1124-instruct-q4_k_m,13,q4_k_m
llama3.2:3b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.2891098046302795,0.21620047092437744,0.7361612642930999,60.0,0.6760000000000002,,,,,,,,,,,,,14,46,29,11,0.32558139534883723,0.56,0.411764705882353,60.0,0.676,llama3_2_3b-instruct-fp16,3,fp16
llama3.2:3b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,2.108913998603821,2.003411293029785,0.6994046176403979,47.0,0.535218253968254,,,,,,,,,,,,,19,28,44,9,0.30158730158730157,0.6785714285714286,0.41758241758241754,47.0,0.5352,llama3_2_3b-instruct-fp16,3,fp16
llama3.2:3b-instruct-fp16,PromptType.COT,100,100,0,0,2.60281662940979,2.5324543714523315,0.48539675959225537,49.0,0.5733130390664637,,,,,,,,,,,,,21,28,45,6,0.3181818181818182,0.7777777777777778,0.45161290322580644,49.0,0.5733,llama3_2_3b-instruct-fp16,3,fp16
mistral:7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.28648892402648923,0.21451222896575928,0.657654521910897,65.0,0.5885337392186708,,,,,,,,,,,,,13,52,21,14,0.38235294117647056,0.48148148148148145,0.4262295081967213,65.0,0.5885,mistral_7b-instruct-q4_k_m,7,q4_k_m
mistral:7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.4661160945892333,2.3773484230041504,0.71186417624155,45.0,0.5012993762993763,,,,,,,,,,,,,3,42,32,23,0.08571428571428572,0.11538461538461539,0.09836065573770493,45.0,0.5013,mistral_7b-instruct-q4_k_m,7,q4_k_m
mistral:7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.924485936164856,2.720813751220703,1.0996494712905334,52.0,0.45062370062370066,,,,,,,,,,,,,10,42,32,16,0.23809523809523808,0.38461538461538464,0.2941176470588235,52.0,0.4506,mistral_7b-instruct-q4_k_m,7,q4_k_m
dolphin3:8b-llama3.1-fp16,PromptType.SYSTEM1,100,100,0,0,0.4407050323486328,0.39362645149230957,0.3913860375515805,68.0,0.6075883575883576,,,,,,,,,,,,,11,57,17,15,0.39285714285714285,0.4230769230769231,0.4074074074074074,68.0,0.6076,dolphin3_8b-llama3_1-fp16,8,fp16
dolphin3:8b-llama3.1-fp16,PromptType.COT_NSHOT,100,100,0,0,5.392255070209504,5.4198644161224365,1.0673924026243533,50.0,0.49350311850311845,,,,,,,,,,,,,18,32,42,8,0.3,0.6923076923076923,0.41860465116279066,50.0,0.4935,dolphin3_8b-llama3_1-fp16,8,fp16
dolphin3:8b-llama3.1-fp16,PromptType.COT,100,100,0,0,6.485337619781494,6.516599655151367,0.9841821842944196,54.0,0.5689655172413794,,,,,,,,,,,,,22,32,39,7,0.36065573770491804,0.7586206896551724,0.48888888888888893,54.0,0.569,dolphin3_8b-llama3_1-fp16,8,fp16
llama3.1:8b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.27948737621307373,0.2073420286178589,0.723018972162756,62.0,0.6540027137042063,,,,,,,,,,,,,27,35,32,6,0.4576271186440678,0.8181818181818182,0.5869565217391305,62.0,0.654,llama3_1_8b-instruct-q4_k_m,8,q4_k_m
llama3.1:8b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,3.4248255348205565,3.3770452737808228,0.6017591791710882,47.0,0.5381944444444445,,,,,,,,,,,,,20,27,45,8,0.3076923076923077,0.7142857142857143,0.4301075268817205,47.0,0.5382,llama3_1_8b-instruct-q4_k_m,8,q4_k_m
llama3.1:8b-instruct-q4_K_M,PromptType.COT,100,100,0,0,3.472454035282135,3.3921974897384644,0.5909386294918383,30.0,0.6250634195839674,,,,,,,,,,,,,25,5,68,2,0.26881720430107525,0.9259259259259259,0.4166666666666667,30.0,0.6251,llama3_1_8b-instruct-q4_k_m,8,q4_k_m
dolphin-mistral-nemo:12b-v2.9.3-Q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.44960066318511965,0.335732102394104,1.1389537369450855,52.0,0.5503315250150692,,,,,,,,,,,,,17,35,44,4,0.2786885245901639,0.8095238095238095,0.4146341463414634,52.0,0.5503,dolphin-mistral-nemo_12b-v2_9_3-q4_k_m,12,q4_k_m
dolphin-mistral-nemo:12b-v2.9.3-Q4_K_M,PromptType.COT_NSHOT,100,100,0,0,5.697036232948303,5.653626322746277,1.505446527839047,57.0,0.5364254492472074,,,,,,,,,,,,,19,38,33,10,0.36538461538461536,0.6551724137931034,0.4691358024691357,57.0,0.5364,dolphin-mistral-nemo_12b-v2_9_3-q4_k_m,12,q4_k_m
dolphin-mistral-nemo:12b-v2.9.3-Q4_K_M,PromptType.COT,100,100,0,0,5.016607413291931,5.101776957511902,0.7662723985188703,33.0,0.5581140350877193,,,,,,,,,,,,,22,11,65,2,0.25287356321839083,0.9166666666666666,0.3963963963963964,33.0,0.5581,dolphin-mistral-nemo_12b-v2_9_3-q4_k_m,12,q4_k_m
falcon3:7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.31499384880065917,0.26224029064178467,0.526460361328945,62.0,0.6345811051693405,,,,,,,,,,,,,25,37,29,9,0.46296296296296297,0.7352941176470589,0.5681818181818182,62.0,0.6346,falcon3_7b-instruct-q4_k_m,7,q4_k_m
falcon3:7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.828229298591614,2.8605467081069946,0.43941477798501044,55.0,0.5135135135135135,,,,,,,,,,,,,23,32,42,3,0.35384615384615387,0.8846153846153846,0.5054945054945055,55.0,0.5135,falcon3_7b-instruct-q4_k_m,7,q4_k_m
falcon3:7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.764133639335632,2.764410614967346,0.28541218021867015,54.0,0.4957651044607566,,,,,,,,,,,,,13,41,36,10,0.2653061224489796,0.5652173913043478,0.36111111111111116,54.0,0.4958,falcon3_7b-instruct-q4_k_m,7,q4_k_m
granite3.1-dense:8b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.6170458173751832,0.23130512237548828,0.8826590833378,61.0,0.552389705882353,,,,,,,,,,,,,19,42,26,13,0.4222222222222222,0.59375,0.49350649350649345,61.0,0.5524,granite3_1-dense_8b-instruct-q4_k_m,8,q4_k_m
granite3.1-dense:8b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,3.722108678817749,3.67996346950531,0.5316390329677985,43.0,0.6569940476190476,,,,,,,,,,,,,23,20,52,5,0.30666666666666664,0.8214285714285714,0.44660194174757273,43.0,0.657,granite3_1-dense_8b-instruct-q4_k_m,8,q4_k_m
granite3.1-dense:8b-instruct-q4_K_M,PromptType.COT,100,100,0,0,3.886151113510132,3.9212124347686768,0.6565126564797219,45.0,0.48021308980213095,,,,,,,,,,,,,18,27,46,9,0.28125,0.6666666666666666,0.39560439560439564,45.0,0.4802,granite3_1-dense_8b-instruct-q4_k_m,8,q4_k_m
command-r:35b-08-2024-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.9112493324279786,0.6688481569290161,2.3693201628792173,44.0,0.6290231507622812,,,,,,,,,,,,,21,23,54,2,0.28,0.9130434782608695,0.42857142857142866,44.0,0.629,command-r_35b-08-2024-q4_k_m,35,q4_k_m
command-r:35b-08-2024-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,9.41101420402527,9.134588837623596,2.4961193111857445,45.0,0.5711510441962118,,,,,,,,,,,,,18,27,44,11,0.2903225806451613,0.6206896551724138,0.3956043956043956,45.0,0.5712,command-r_35b-08-2024-q4_k_m,35,q4_k_m
command-r:35b-08-2024-q4_K_M,PromptType.COT,68,68,0,0,10.061008362209096,9.447865843772888,2.3437293661580965,33.8235294117647,0.592373791621912,,,,,,,,,,,,,16,7,42,3,0.27586206896551724,0.8421052631578947,0.41558441558441556,33.82,0.5924,command-r_35b-08-2024-q4_k_m,35,q4_k_m
tulu3:8b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.19673794507980347,0.17263615131378174,0.241328448916417,58.0,0.5864497328800389,,,,,,,,,,,,,21,37,34,8,0.38181818181818183,0.7241379310344828,0.5000000000000001,58.0,0.5864,tulu3_8b-q4_k_m,8,q4_k_m
tulu3:8b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,3.0253924536705017,3.04735791683197,0.313297762470125,65.0,0.6674277016742769,,,,,,,,,,,,,24,41,32,3,0.42857142857142855,0.8888888888888888,0.5783132530120482,65.0,0.6674,tulu3_8b-q4_k_m,8,q4_k_m
tulu3:8b-q4_K_M,PromptType.COT,100,100,0,0,2.769104323387146,2.7752017974853516,0.40895467882864317,37.0,0.5228403437358661,,,,,,,,,,,,,32,5,62,1,0.3404255319148936,0.9696969696969697,0.5039370078740157,37.0,0.5228,tulu3_8b-q4_k_m,8,q4_k_m
mistral:7b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.5740421509742737,0.4275686740875244,1.379175900114278,58.0,0.48561507936507936,,,,,,,,,,,,,7,51,21,21,0.25,0.25,0.25,58.0,0.4856,mistral_7b-instruct-fp16,7,fp16
mistral:7b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,5.182020702362061,5.151007890701294,1.8988229652672735,61.0,0.4226190476190476,,,,,,,,,,,,,11,50,22,17,0.3333333333333333,0.39285714285714285,0.360655737704918,61.0,0.4226,mistral_7b-instruct-fp16,7,fp16
mistral:7b-instruct-fp16,PromptType.COT,100,100,0,0,6.759089703559876,6.558692455291748,2.850856581059991,54.0,0.48245614035087725,,,,,,,,,,,,,8,46,30,16,0.21052631578947367,0.3333333333333333,0.2580645161290323,54.0,0.4825,mistral_7b-instruct-fp16,7,fp16
qwen2.5:3b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.20255696058273315,0.16807425022125244,0.3337180246255601,66.0,0.6813987372510928,,,,,,,,,,,,,18,48,23,11,0.43902439024390244,0.6206896551724138,0.5142857142857142,66.0,0.6814,qwen2_5_3b-instruct-q4_k_m,3,q4_k_m
qwen2.5:3b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.872595989704132,1.8378626108169556,0.3611670735846721,50.0,0.4726027397260274,,,,,,,,,,,,,12,38,35,15,0.2553191489361702,0.4444444444444444,0.32432432432432434,50.0,0.4726,qwen2_5_3b-instruct-q4_k_m,3,q4_k_m
qwen2.5:3b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.195884656906128,2.209585428237915,0.4214829061863838,60.0,0.45002536783358704,,,,,,,,,,,,,16,44,29,11,0.35555555555555557,0.5925925925925926,0.4444444444444444,60.0,0.45,qwen2_5_3b-instruct-q4_k_m,3,q4_k_m
qwen2.5:0.5b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.13845160484313965,0.11951005458831787,0.1973685089675919,52.0,0.40930341280972415,,,,,,,,,,,,,6,46,23,25,0.20689655172413793,0.1935483870967742,0.19999999999999998,52.0,0.4093,qwen2_5_0_5b-instruct-q4_k_m,5,q4_k_m
qwen2.5:0.5b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.6243406009674072,0.5397453308105469,0.3039646425700998,44.0,0.5149253731343284,,,,,,,,,,,,,26,18,49,7,0.3466666666666667,0.7878787878787878,0.48148148148148145,44.0,0.5149,qwen2_5_0_5b-instruct-q4_k_m,5,q4_k_m
qwen2.5:0.5b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.578096752166748,0.5222499370574951,0.29788220057542675,48.0,0.46833333333333327,,,,,,,,,,,,,14,34,36,16,0.28,0.4666666666666667,0.35000000000000003,48.0,0.4683,qwen2_5_0_5b-instruct-q4_k_m,5,q4_k_m
gemma2:9b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.6991984105110168,0.6400169134140015,0.44282257946095616,61.0,0.578678970373968,,,,,,,,,,,,,18,43,28,11,0.391304347826087,0.6206896551724138,0.48,61.0,0.5787,gemma2_9b-instruct-fp16,9,fp16
gemma2:9b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,7.644705367088318,7.497305512428284,0.9735976812614738,50.0,0.5179990649836372,,,,,,,,,,,,,22,28,41,9,0.3492063492063492,0.7096774193548387,0.4680851063829788,50.0,0.518,gemma2_9b-instruct-fp16,9,fp16
gemma2:9b-instruct-fp16,PromptType.COT,100,100,0,0,8.275824875831605,8.371060013771057,0.850652652621548,59.0,0.5313230481533427,,,,,,,,,,,,,17,42,27,14,0.38636363636363635,0.5483870967741935,0.4533333333333333,59.0,0.5313,gemma2_9b-instruct-fp16,9,fp16
sailor2:20b-chat-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.6199891829490661,0.49531829357147217,1.143100050738868,46.0,0.5633680555555556,,,,,,,,,,,,,31,15,49,5,0.3875,0.8611111111111112,0.5344827586206897,46.0,0.5634,sailor2_20b-chat-q4_k_m,20,q4_k_m
sailor2:20b-chat-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,6.06885511636734,6.135428786277771,0.9107354221960122,45.0,0.513157894736842,,,,,,,,,,,,,20,25,51,4,0.28169014084507044,0.8333333333333334,0.4210526315789474,45.0,0.5132,sailor2_20b-chat-q4_k_m,20,q4_k_m
sailor2:20b-chat-q4_K_M,PromptType.COT,100,100,0,0,6.287176852226257,6.272124886512756,0.9027329524391559,46.0,0.502297794117647,,,,,,,,,,,,,27,19,49,5,0.35526315789473684,0.84375,0.5,46.0,0.5023,sailor2_20b-chat-q4_k_m,20,q4_k_m
nemotron-mini:4b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.37725810050964353,0.2876625061035156,0.9088970914440602,65.0,0.4412336085478388,,,,,,,,,,,,,9,56,15,20,0.375,0.3103448275862069,0.339622641509434,65.0,0.4412,nemotron-mini_4b-instruct-fp16,4,fp16
nemotron-mini:4b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,1.7143757772445678,1.6038037538528442,0.4978106724225831,50.0,0.5182328190743338,,,,,,,,,,,,,15,35,34,16,0.30612244897959184,0.4838709677419355,0.375,50.0,0.5182,nemotron-mini_4b-instruct-fp16,4,fp16
nemotron-mini:4b-instruct-fp16,PromptType.COT,100,100,0,0,2.064220151901245,1.7796937227249146,1.224554187293947,44.0,0.4886928991406603,,,,,,,,,,,,,22,22,45,11,0.3283582089552239,0.6666666666666666,0.44000000000000006,44.0,0.4887,nemotron-mini_4b-instruct-fp16,4,fp16
hermes3:8b-llama3.1-q4_0,PromptType.SYSTEM1,100,100,0,0,0.26588088989257813,0.20421922206878662,0.6127555262304937,40.0,0.5568000000000001,,,,,,,,,,,,,22,18,57,3,0.27848101265822783,0.88,0.423076923076923,40.0,0.5568,hermes3_8b-llama3_1-q4_0,8,unknown
hermes3:8b-llama3.1-q4_0,PromptType.COT_NSHOT,100,100,0,0,3.6246752309799195,3.4397881031036377,0.9411600368896874,29.0,0.645224171539961,,,,,,,,,,,,,18,11,70,1,0.20454545454545456,0.9473684210526315,0.33644859813084116,29.0,0.6452,hermes3_8b-llama3_1-q4_0,8,unknown
hermes3:8b-llama3.1-q4_0,PromptType.COT,100,100,0,0,3.084680829048157,3.016629934310913,0.4184404778251644,33.0,0.5004456327985739,,,,,,,,,,,,,33,0,66,1,0.3333333333333333,0.9705882352941176,0.4962406015037593,33.0,0.5004,hermes3_8b-llama3_1-q4_0,8,unknown
mixtral:8x7b-instruct-v0.1-q4_K_M,PromptType.SYSTEM1,100,100,0,0,2.612243535518646,2.130803108215332,3.03753375758843,71.0,0.49642625081221575,,,,,,,,,,,,,8,63,18,11,0.3076923076923077,0.42105263157894735,0.35555555555555557,71.0,0.4964,mixtral_8x7b-instruct-v0_1-q4_k_m,7,q4_k_m
mixtral:8x7b-instruct-v0.1-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,5.719617249965668,5.587674140930176,1.0976786173524236,50.0,0.5699013157894737,,,,,,,,,,,,,17,33,43,7,0.2833333333333333,0.7083333333333334,0.40476190476190477,50.0,0.5699,mixtral_8x7b-instruct-v0_1-q4_k_m,7,q4_k_m
mixtral:8x7b-instruct-v0.1-q4_K_M,PromptType.COT,100,100,0,0,5.440503940582276,5.50066876411438,1.05283182472124,41.0,0.5440024110910187,,,,,,,,,,,,,16,25,54,5,0.22857142857142856,0.7619047619047619,0.3516483516483517,41.0,0.544,mixtral_8x7b-instruct-v0_1-q4_k_m,7,q4_k_m
mistral-small:22b-instruct-2409-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.7458548164367675,0.5744987726211548,1.4941452924104754,55.0,0.5264285714285714,,,,,,,,,,,,,23,32,38,7,0.3770491803278688,0.7666666666666667,0.5054945054945054,55.0,0.5264,mistral-small_22b-instruct-2409-q4_k_m,22,q4_k_m
mistral-small:22b-instruct-2409-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,9.807278397083282,9.724837899208069,1.3077239344831948,56.0,0.597666159309995,,,,,,,,,,,,,19,37,36,8,0.34545454545454546,0.7037037037037037,0.4634146341463415,56.0,0.5977,mistral-small_22b-instruct-2409-q4_k_m,22,q4_k_m
mistral-small:22b-instruct-2409-q4_K_M,PromptType.COT,100,100,0,0,8.855044424533844,8.824005603790283,0.8667457248024248,41.0,0.5578666666666667,,,,,,,,,,,,,20,21,54,5,0.2702702702702703,0.8,0.404040404040404,41.0,0.5579,mistral-small_22b-instruct-2409-q4_k_m,22,q4_k_m
aya-expanse:8b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.33005881547927857,0.25283265113830566,0.7700538172748062,52.0,0.5859640602234094,,,,,,,,,,,,,19,33,38,10,0.3333333333333333,0.6551724137931034,0.4418604651162791,52.0,0.586,aya-expanse_8b-q4_k_m,8,q4_k_m
aya-expanse:8b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,3.070989365577698,3.077877998352051,0.41718303409131224,40.0,0.5894974590626765,,,,,,,,,,,,,20,20,57,3,0.2597402597402597,0.8695652173913043,0.39999999999999997,40.0,0.5895,aya-expanse_8b-q4_k_m,8,q4_k_m
aya-expanse:8b-q4_K_M,PromptType.COT,100,100,0,0,2.3126033473014833,2.250994920730591,0.3158840406952586,33.0,0.5624089363768819,,,,,,,,,,,,,26,7,64,3,0.28888888888888886,0.896551724137931,0.4369747899159664,33.0,0.5624,aya-expanse_8b-q4_k_m,8,q4_k_m
