model_name,prompt_type,total_attempts,successful_attempts,failed_attempts,timeout_attempts,avg_execution_time,median_execution_time,sd_execution_time,prediction_accuracy,auc_roc,avg_total_duration,avg_load_duration,avg_prompt_eval_duration,avg_eval_duration,true_positives,true_negatives,false_positives,false_negatives,precision,recall,f1_score,txt_accuracy,txt_auc_roc,model_dir,model_params_b,quantization
dolphin3:8b-llama3.1-q4_K_M,PromptType.COT,100,100,0,0,2.80873610496521,2.803036093711853,0.5466083821340343,50.0,0.5694444444444444,2806595502.76,32102441.96,14050000.0,2758150000.0,26,24,48,2,0.35135135135135137,0.9285714285714286,0.5098039215686275,50.0,0.5694,dolphin3_8b-llama3_1-q4_k_m,8,q4_k_m
gemma2:27b-instruct-q3_K_M,PromptType.COT_NSHOT,100,100,0,0,8.294067513942718,8.26393449306488,0.9275639727936332,43.0,0.6000485672656629,8291956029.6,42547153.34,1464290000.0,6771530000.0,21,22,49,8,0.3,0.7241379310344828,0.42424242424242425,43.0,0.6,gemma2_27b-instruct-q3_k_m,27,unknown
gemma2:27b-instruct-q3_K_M,PromptType.SYSTEM1,100,100,0,0,0.826521544456482,0.8338418006896973,0.36488419733503963,51.0,0.44419076610857433,824571428.62,71977310.42,72700000.0,673460000.0,17,34,39,10,0.30357142857142855,0.6296296296296297,0.4096385542168675,51.0,0.4442,gemma2_27b-instruct-q3_k_m,27,unknown
gemma2:27b-instruct-q3_K_M,PromptType.COT,63,63,0,0,8.221798363186064,8.164115190505981,0.9336291919361016,55.55555555555556,0.5215311004784688,8219759689.253968,91724306.23809524,116190476.1904762,8003904761.904762,14,21,23,5,0.3783783783783784,0.7368421052631579,0.5,55.56,0.5215,gemma2_27b-instruct-q3_k_m,27,unknown
nemotron-mini:4b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.1085458493232727,1.0492641925811768,0.22590400891651233,54.0,0.4852941176470588,1106267409.72,46198915.09,222870000.0,821410000.0,20,34,34,12,0.37037037037037035,0.625,0.4651162790697674,54.0,0.4853,nemotron-mini_4b-instruct-q4_k_m,4,q4_k_m
nemotron-mini:4b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.240062153339386,0.19976294040679932,0.4050278118587706,62.0,0.4373700623700624,238240355.67,84090030.05,7960000.0,139400000.0,8,54,20,18,0.2857142857142857,0.3076923076923077,0.29629629629629634,62.0,0.4374,nemotron-mini_4b-instruct-q4_k_m,4,q4_k_m
nemotron-mini:4b-instruct-q4_K_M,PromptType.COT,100,100,0,0,1.586520597934723,1.7019495964050293,0.8292161794178975,47.0,0.5126190476190476,1584337879.08,48194210.81,9490000.0,1523100000.0,24,23,47,6,0.3380281690140845,0.8,0.4752475247524753,47.0,0.5126,nemotron-mini_4b-instruct-q4_k_m,4,q4_k_m
falcon3:3b-instruct-fp16,PromptType.COT,100,100,0,0,2.9122278189659117,2.967535376548767,0.5189404831816432,38.0,0.5520040588533739,2910030948.0,29052506.25,7820000.0,2866980000.0,19,19,54,8,0.2602739726027397,0.7037037037037037,0.38,38.0,0.552,falcon3_3b-instruct-fp16,3,fp16
falcon3:3b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,2.077028830051422,2.017814517021179,0.5437618389955016,40.0,0.5187721968543886,2074834873.16,25333513.47,168630000.0,1836040000.0,21,19,54,6,0.28,0.7777777777777778,0.4117647058823529,40.0,0.5188,falcon3_3b-instruct-fp16,3,fp16
falcon3:3b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.3020480632781982,0.22616136074066162,0.6685441195243215,49.0,0.45285714285714285,300228802.66,87316730.18,8440000.0,194830000.0,25,24,46,5,0.352112676056338,0.8333333333333334,0.49504950495049505,49.0,0.4529,falcon3_3b-instruct-fp16,3,fp16
exaone3.5:7.8b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.8981670784950255,2.898848533630371,0.35934335193825684,44.0,0.425,2896058895.25,23249152.25,17390000.0,2851020000.0,27,17,53,3,0.3375,0.9,0.4909090909090909,44.0,0.425,exaone3_5_7_8b-instruct-q4_k_m,8,q4_k_m
exaone3.5:7.8b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.3315277075767517,0.27685749530792236,0.5508840581827484,63.0,0.5218666666666667,329742699.02,74530331.37,12530000.0,236290000.0,17,46,29,8,0.3695652173913043,0.68,0.4788732394366197,63.0,0.5219,exaone3_5_7_8b-instruct-q4_k_m,8,q4_k_m
exaone3.5:7.8b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.912698037624359,2.8376468420028687,0.31868000330371143,48.0,0.5336263736263736,2910336621.47,23040952.23,420480000.0,2437790000.0,28,20,45,7,0.3835616438356164,0.8,0.5185185185185185,48.0,0.5336,exaone3_5_7_8b-instruct-q4_k_m,8,q4_k_m
marco-o1:7b-q4_K_M,PromptType.COT,100,100,0,0,3.0720290446281435,3.074512481689453,0.4246414212734057,31.0,0.4550989345509893,3069894238.55,28298218.89,15170000.0,3018890000.0,23,8,65,4,0.26136363636363635,0.8518518518518519,0.39999999999999997,31.0,0.4551,marco-o1_7b-q4_k_m,7,q4_k_m
marco-o1:7b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.8179733610153197,2.8523038625717163,0.3715431014579101,55.0,0.7115677321156773,2815758137.78,27699643.7,371910000.0,2383310000.0,26,29,44,1,0.37142857142857144,0.9629629629629629,0.5360824742268041,55.0,0.7116,marco-o1_7b-q4_k_m,7,q4_k_m
marco-o1:7b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.2849130177497864,0.21375679969787598,0.7164429927365797,65.0,0.5877727042110603,283067590.19,93361091.99,12950000.0,165200000.0,6,59,14,21,0.3,0.2222222222222222,0.25531914893617025,65.0,0.5878,marco-o1_7b-q4_k_m,7,q4_k_m
aya-expanse:32b-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.8404800033569336,0.7857518196105957,0.5436976384444316,55.0,0.45281582952815824,838376333.88,87591169.66,52560000.0,688130000.0,22,33,40,5,0.3548387096774194,0.8148148148148148,0.4943820224719101,55.0,0.4528,aya-expanse_32b-q4_k_m,32,q4_k_m
aya-expanse:32b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,9.427910904884339,9.517187118530273,1.2528523612343923,50.0,0.5452380952380952,9425593468.48,41660851.15,1408130000.0,7945700000.0,23,27,43,7,0.3484848484848485,0.7666666666666667,0.47916666666666674,50.0,0.5452,aya-expanse_32b-q4_k_m,32,q4_k_m
aya-expanse:32b-q4_K_M,PromptType.COT,100,100,0,0,9.965431098937989,9.6120046377182,1.6466718527517241,41.0,0.6301369863013699,9963274961.19,42173323.93,74340000.0,9842540000.0,25,16,57,2,0.3048780487804878,0.9259259259259259,0.45871559633027525,41.0,0.6301,aya-expanse_32b-q4_k_m,32,q4_k_m
falcon3:10b-instruct-fp16,PromptType.COT,100,100,0,0,9.36679161787033,9.372015118598938,1.345574145690561,60.0,0.4810841332580463,9364717409.08,26079705.87,38330000.0,9294160000.0,17,43,34,6,0.3333333333333333,0.7391304347826086,0.4594594594594595,60.0,0.4811,falcon3_10b-instruct-fp16,10,fp16
falcon3:10b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,9.685001986026764,9.450663566589355,1.9728133440754683,62.0,0.44345238095238093,9682651896.63,26064062.11,488410000.0,9124170000.0,18,44,28,10,0.391304347826087,0.6428571428571429,0.4864864864864865,62.0,0.4435,falcon3_10b-instruct-fp16,10,fp16
falcon3:10b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.8356706690788269,0.6061382293701172,1.8908798908444733,45.0,0.4837251356238698,833768115.25,210018058.49,29040000.0,586370000.0,13,32,47,8,0.21666666666666667,0.6190476190476191,0.32098765432098764,45.0,0.4837,falcon3_10b-instruct-fp16,10,fp16
falcon3:10b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,4.4907918190956115,4.379690170288086,0.919037924175365,54.0,0.4579002079002079,4488356483.93,25813887.95,524360000.0,3894330000.0,21,33,41,5,0.3387096774193548,0.8076923076923077,0.4772727272727273,54.0,0.4579,falcon3_10b-instruct-q4_k_m,10,q4_k_m
falcon3:10b-instruct-q4_K_M,PromptType.COT,100,100,0,0,4.097508459091187,4.086132168769836,0.478890026635943,53.0,0.4211060375443937,4095324379.58,24953972.77,33380000.0,4031020000.0,15,38,35,12,0.3,0.5555555555555556,0.3896103896103896,53.0,0.4211,falcon3_10b-instruct-q4_k_m,10,q4_k_m
falcon3:10b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.3713588833808899,0.29696524143218994,0.6544615823087089,44.0,0.5165625,369416848.33,87296596.53,23420000.0,250470000.0,16,28,52,4,0.23529411764705882,0.8,0.3636363636363636,44.0,0.5166,falcon3_10b-instruct-q4_k_m,10,q4_k_m
gemma2:2b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,2.4718827199935913,2.03743577003479,1.1936496289456044,64.0,0.5504,2469747532.72,42344253.08,160740000.0,2246030000.0,7,57,18,18,0.28,0.28,0.28,64.0,0.5504,gemma2_2b-instruct-fp16,2,fp16
gemma2:2b-instruct-fp16,PromptType.COT,100,100,0,0,3.7617025113105775,4.278487801551819,1.6826135850562443,54.0,0.4616228070175439,3759619252.18,43118239.39,9340000.0,3703760000.0,11,43,33,13,0.25,0.4583333333333333,0.3235294117647059,54.0,0.4616,gemma2_2b-instruct-fp16,2,fp16
gemma2:2b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.779001145362854,0.3081085681915283,1.0904623774661297,71.0,0.49252761533463285,777029237.39,64094950.54,8290000.0,698330000.0,10,61,20,9,0.3333333333333333,0.5263157894736842,0.4081632653061224,71.0,0.4925,gemma2_2b-instruct-fp16,2,fp16
llama3.1:8b-instruct-fp16,PromptType.COT,100,100,0,0,8.000784900188446,8.011373400688171,1.3162198827166356,37.0,0.6567047817047819,7998707983.07,30622807.45,16390000.0,7949460000.0,25,12,62,1,0.28735632183908044,0.9615384615384616,0.4424778761061947,37.0,0.6567,llama3_1_8b-instruct-fp16,8,fp16
llama3.1:8b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,7.145587599277496,7.020240783691406,1.1533888477091792,47.0,0.4939290917921321,7143167429.71,32681243.96,383370000.0,6719440000.0,17,30,41,12,0.29310344827586204,0.5862068965517241,0.3908045977011494,47.0,0.4939,llama3_1_8b-instruct-fp16,8,fp16
llama3.1:8b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.5424691796302795,0.39716482162475586,1.4647660948183003,64.0,0.6174530695078639,540575996.61,174958116.82,15680000.0,343820000.0,19,45,28,8,0.40425531914893614,0.7037037037037037,0.5135135135135135,64.0,0.6175,llama3_1_8b-instruct-fp16,8,fp16
tulu3:8b-fp16,PromptType.COT_NSHOT,100,100,0,0,6.847785646915436,6.809536933898926,0.8725685279267889,57.0,0.6146626078132927,6845333628.55,32096575.8,380510000.0,6424560000.0,22,35,38,5,0.36666666666666664,0.8148148148148148,0.5057471264367815,57.0,0.6147,tulu3_8b-fp16,8,fp16
tulu3:8b-fp16,PromptType.COT,100,100,0,0,6.487509200572967,6.336708903312683,1.0368201744234367,39.0,0.5684523809523809,6485215028.48,31098481.73,16430000.0,6435340000.0,28,11,61,0,0.3146067415730337,1.0,0.47863247863247865,39.0,0.5685,tulu3_8b-fp16,8,fp16
tulu3:8b-fp16,PromptType.SYSTEM1,100,100,0,0,0.46311227560043333,0.3135474920272827,1.4952070285149928,52.0,0.5433333333333333,461187871.14,174621632.94,15480000.0,264450000.0,22,30,40,8,0.3548387096774194,0.7333333333333333,0.47826086956521735,52.0,0.5433,tulu3_8b-fp16,8,fp16
falcon3:7b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,6.597250919342041,6.709662318229675,1.0078459185034156,48.0,0.4167935058346017,6594901136.04,25733245.39,330150000.0,6195120000.0,20,28,45,7,0.3076923076923077,0.7407407407407407,0.4347826086956522,48.0,0.4168,falcon3_7b-instruct-fp16,7,fp16
falcon3:7b-instruct-fp16,PromptType.COT,100,100,0,0,6.585847260951996,6.631730675697327,0.7413798139910079,57.0,0.45273631840796025,6583709206.65,25413630.47,16500000.0,6535610000.0,24,33,34,9,0.41379310344827586,0.7272727272727273,0.5274725274725275,57.0,0.4527,falcon3_7b-instruct-fp16,7,fp16
falcon3:7b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.6755464506149292,0.5322912931442261,1.4292975940552015,60.0,0.47482174688057044,673730613.86,163907242.4,14080000.0,487600000.0,18,42,24,16,0.42857142857142855,0.5294117647058824,0.4736842105263158,60.0,0.4748,falcon3_7b-instruct-fp16,7,fp16
llama3.2:3b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.18495219945907593,0.1439424753189087,0.40879952178969636,70.0,0.5073809523809524,183168237.44,69816289.36,6440000.0,100950000.0,16,54,16,14,0.5,0.5333333333333333,0.5161290322580646,70.0,0.5074,llama3_2_3b-instruct-q4_k_m,3,q4_k_m
llama3.2:3b-instruct-q4_K_M,PromptType.COT,100,100,0,0,1.1568382954597474,1.1024032831192017,0.3052789107343985,40.0,0.37996031746031744,1154650368.64,31815416.25,5920000.0,1114500000.0,21,19,53,7,0.28378378378378377,0.75,0.4117647058823529,40.0,0.38,llama3_2_3b-instruct-q4_k_m,3,q4_k_m
llama3.2:3b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.022509536743164,1.0117604732513428,0.2570099659626624,54.0,0.5362103174603174,1020174614.17,32514714.2,203040000.0,776220000.0,18,36,36,10,0.3333333333333333,0.6428571428571429,0.43902439024390244,54.0,0.5362,llama3_2_3b-instruct-q4_k_m,3,q4_k_m
olmo2:13b-1124-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.6397667694091796,0.589942216873169,0.5700516313661274,69.0,0.5466768138001015,637856011.88,74968706.46,26130000.0,531250000.0,8,61,12,19,0.4,0.2962962962962963,0.3404255319148936,69.0,0.5467,olmo2_13b-1124-instruct-fp16,13,fp16
olmo2:13b-1124-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,13.430783717632293,13.324682831764221,1.6928276067847763,55.0,0.5029333333333333,13428575943.75,20271248.97,533750000.0,12847930000.0,15,40,35,10,0.3,0.6,0.4,55.0,0.5029,olmo2_13b-1124-instruct-fp16,13,fp16
olmo2:13b-1124-instruct-fp16,PromptType.COT,100,100,0,0,11.71138393163681,11.788079142570496,1.7446538675076262,56.0,0.5793650793650794,11709313154.23,19893227.09,26920000.0,11658800000.0,19,37,35,9,0.35185185185185186,0.6785714285714286,0.4634146341463415,56.0,0.5794,olmo2_13b-1124-instruct-fp16,13,fp16
qwen2.5:1.5b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.171098530292511,0.13422131538391113,0.27015866904900615,64.0,0.569208353569694,169369169.36,46141108.96,12120000.0,99520000.0,16,48,23,13,0.41025641025641024,0.5517241379310345,0.47058823529411764,64.0,0.5692,qwen2_5_1_5b-instruct-q4_k_m,5,q4_k_m
qwen2.5:1.5b-instruct-q4_K_M,PromptType.COT,100,100,0,0,1.424448652267456,1.4322606325149536,0.44202403567003684,64.0,0.47148200093501635,1422342996.11,28473271.27,10690000.0,1374350000.0,6,58,11,25,0.35294117647058826,0.1935483870967742,0.25,64.0,0.4715,qwen2_5_1_5b-instruct-q4_k_m,5,q4_k_m
qwen2.5:1.5b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,1.2433505821228028,1.208975911140442,0.29847833632363596,35.0,0.3817567567567567,1241070151.33,30118058.31,140940000.0,1033510000.0,23,12,62,3,0.27058823529411763,0.8846153846153846,0.4144144144144144,35.0,0.3818,qwen2_5_1_5b-instruct-q4_k_m,5,q4_k_m
reflection:70b-q4_K_M,PromptType.SYSTEM1,99,99,0,0,3.646026596878514,1.2360270023345947,8.785274764100485,46.464646464646464,0.5884868421052631,3644094108.7171717,463175288.72727275,205757575.75757575,2967676767.676768,12,34,46,7,0.20689655172413793,0.631578947368421,0.3116883116883117,46.46,0.5885,reflection_70b-q4_k_m,70,q4_k_m
reflection:70b-q4_K_M,PromptType.COT,100,100,0,0,69.5749352645874,66.74158608913422,15.165385043729161,42.0,0.4679756895745676,69572801669.27,29925541.79,302100000.0,69238510000.0,27,15,54,4,0.3333333333333333,0.8709677419354839,0.48214285714285704,42.0,0.468,reflection_70b-q4_k_m,70,q4_k_m
reflection:70b-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,42.656605718135836,36.19040787220001,17.35174194693689,54.0,0.5416082281439925,42654322991.51,29823413.65,3449450000.0,39167560000.0,25,29,40,6,0.38461538461538464,0.8064516129032258,0.5208333333333334,54.0,0.5416,reflection_70b-q4_k_m,70,q4_k_m
llama3.2:1b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.6873657679557801,0.6367324590682983,0.3543051832752454,26.0,0.44298245614035087,685391182.19,27585621.67,3750000.0,651880000.0,19,7,69,5,0.2159090909090909,0.7916666666666666,0.3392857142857143,26.0,0.443,llama3_2_1b-instruct-q4_k_m,1,q4_k_m
llama3.2:1b-instruct-q4_K_M,PromptType.COT,100,100,0,0,0.6679856276512146,0.6180564165115356,0.3448872734867183,23.0,0.46843749999999995,666068711.95,28516770.19,3630000.0,631880000.0,20,3,77,0,0.20618556701030927,1.0,0.3418803418803419,23.0,0.4684,llama3_2_1b-instruct-q4_k_m,1,q4_k_m
llama3.2:1b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.11843810081481934,0.09725260734558105,0.16343403644847154,49.0,0.4667681380010147,116711616.37,41381274.16,4880000.0,63860000.0,21,28,45,6,0.3181818181818182,0.7777777777777778,0.45161290322580644,49.0,0.4668,llama3_2_1b-instruct-q4_k_m,1,q4_k_m
llama3.2:1b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.656248173713684,0.5702732801437378,0.2923956170551063,32.0,0.47504456327985733,654110917.51,28716064.1,101170000.0,517030000.0,28,4,62,6,0.3111111111111111,0.8235294117647058,0.45161290322580644,32.0,0.475,llama3_2_1b-instruct-q4_k_m,1,q4_k_m
llama3.2:1b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,0.6307641911506653,0.5571690797805786,0.32559683000164197,31.0,0.4485032978183663,628732137.44,28658661.66,98980000.0,493490000.0,25,6,67,2,0.2717391304347826,0.9259259259259259,0.42016806722689076,31.0,0.4485,llama3_2_1b-instruct-q4_k_m,1,q4_k_m
llama3.2:1b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.12110782623291015,0.09807515144348145,0.2114132830192533,45.0,0.521655701754386,119284772.03,47716284.68,4450000.0,60800000.0,12,33,43,12,0.21818181818181817,0.5,0.3037974683544304,45.0,0.5217,llama3_2_1b-instruct-q4_k_m,1,q4_k_m
exaone3.5:2.4b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.37164618968963625,0.2539863586425781,0.704304902851832,49.0,0.5562330623306233,369798050.93,81657061.79,9260000.0,271830000.0,16,33,49,2,0.24615384615384617,0.8888888888888888,0.3855421686746988,49.0,0.5562,exaone3_5_2_4b-instruct-fp16,4,fp16
exaone3.5:2.4b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,5.127505207061768,4.282768607139587,2.7765684210888795,52.0,0.47691527143581947,5125064489.76,233342978.3,430040000.0,4425770000.0,10,42,31,17,0.24390243902439024,0.37037037037037035,0.2941176470588235,52.0,0.4769,exaone3_5_2_4b-instruct-fp16,4,fp16
exaone3.5:2.4b-instruct-fp16,PromptType.COT,100,100,0,0,3.350635280609131,2.8861438035964966,1.438049079743614,46.0,0.6279761904761905,3348304452.64,22797113.73,11680000.0,3309270000.0,27,19,53,1,0.3375,0.9642857142857143,0.5,46.0,0.628,exaone3_5_2_4b-instruct-fp16,4,fp16
aya-expanse:8b-fp16,PromptType.COT,100,100,0,0,5.620430238246918,5.5753350257873535,0.8665041851717651,36.0,0.5672123015873016,5618357714.91,40524259.51,17840000.0,5555880000.0,24,12,60,4,0.2857142857142857,0.8571428571428571,0.42857142857142855,36.0,0.5672,aya-expanse_8b-fp16,8,fp16
aya-expanse:8b-fp16,PromptType.SYSTEM1,100,100,0,0,0.5056105971336364,0.45760202407836914,0.46403103418543473,58.0,0.5829827021972884,503595499.55,77703499.89,16570000.0,399230000.0,19,39,30,12,0.3877551020408163,0.6129032258064516,0.4749999999999999,58.0,0.583,aya-expanse_8b-fp16,8,fp16
aya-expanse:8b-fp16,PromptType.COT_NSHOT,100,100,0,0,5.968226568698883,6.053541898727417,0.9243592559182036,51.0,0.5307539682539681,5965925581.17,37122466.61,398630000.0,5501780000.0,24,27,45,4,0.34782608695652173,0.8571428571428571,0.49484536082474223,51.0,0.5308,aya-expanse_8b-fp16,8,fp16
llama3.1:70b-instruct-q4_K_M,PromptType.COT,100,100,0,0,23.12070249557495,22.717151641845703,3.672947757872928,39.0,0.5637400793650794,23118641733.52,30571858.9,300230000.0,22785580000.0,25,14,58,3,0.30120481927710846,0.8928571428571429,0.45045045045045046,39.0,0.5637,llama3_1_70b-instruct-q4_k_m,70,q4_k_m
llama3.1:70b-instruct-q4_K_M,PromptType.COT_NSHOT,98,98,0,0,21.5203493955184,20.995049238204956,3.501475428737407,45.91836734693877,0.5754483611626469,21518168327.377552,118468293.98979592,3447091836.734694,17941193877.55102,17,28,49,4,0.25757575757575757,0.8095238095238095,0.39080459770114945,45.92,0.5754,llama3_1_70b-instruct-q4_k_m,70,q4_k_m
llama3.1:70b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,1.6351695942878723,1.232648491859436,4.038260465729986,54.0,0.6179604261796042,1633110666.35,427958162.41,202650000.0,996450000.0,18,36,37,9,0.32727272727272727,0.6666666666666666,0.43902439024390244,54.0,0.618,llama3_1_70b-instruct-q4_k_m,70,q4_k_m
granite3.1-dense:8b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,1.2609397840499879,0.44251513481140137,1.8763553164916762,56.0,0.4991530208921514,1259131513.42,124600438.79,27980000.0,1101590000.0,12,44,33,11,0.26666666666666666,0.5217391304347826,0.3529411764705882,56.0,0.4992,granite3_1-dense_8b-instruct-fp16,8,fp16
granite3.1-dense:8b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,7.758372256755829,7.53507661819458,1.2740660670348014,34.0,0.46473779385171793,7756153703.88,16377467.29,491220000.0,7220130000.0,18,16,63,3,0.2222222222222222,0.8571428571428571,0.35294117647058826,34.0,0.4647,granite3_1-dense_8b-instruct-fp16,8,fp16
granite3.1-dense:8b-instruct-fp16,PromptType.COT,100,100,0,0,8.76749567270279,8.60947561264038,1.6048837240241625,35.0,0.5740131578947368,8765450256.61,15573223.64,38450000.0,8707010000.0,21,14,62,3,0.25301204819277107,0.875,0.39252336448598124,35.0,0.574,granite3_1-dense_8b-instruct-fp16,8,fp16
dolphin-llama3.1:8b-v2.9.4-Q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.633919880390167,2.3520864248275757,0.9040356769003183,36.0,0.5512820512820513,2631667816.99,31965801.46,990940000.0,1600920000.0,15,21,57,7,0.20833333333333334,0.6818181818181818,0.3191489361702127,36.0,0.5513,dolphin-llama3_1_8b-v2_9_4-q4_k_m,8,q4_k_m
dolphin-llama3.1:8b-v2.9.4-Q4_K_M,PromptType.COT,100,100,0,0,3.472955751419067,3.437372922897339,0.6596115224628661,30.0,0.45726080621661,3470714133.37,30771388.52,14100000.0,3423610000.0,24,6,65,5,0.2696629213483146,0.8275862068965517,0.4067796610169491,30.0,0.4573,dolphin-llama3_1_8b-v2_9_4-q4_k_m,8,q4_k_m
dolphin-llama3.1:8b-v2.9.4-Q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.2735098266601563,0.2099546194076538,0.642105335914329,55.0,0.5909890109890109,271716125.66,91143343.2,11110000.0,163120000.0,26,29,36,9,0.41935483870967744,0.7428571428571429,0.5360824742268042,55.0,0.591,dolphin-llama3_1_8b-v2_9_4-q4_k_m,8,q4_k_m
granite3.1-dense:2b-instruct-fp16,PromptType.SYSTEM1,100,100,0,0,0.42846190214157104,0.19648194313049316,0.8258626221315996,60.0,0.4644693782141187,426595187.84,66834674.1,15210000.0,339570000.0,14,46,23,17,0.3783783783783784,0.45161290322580644,0.411764705882353,60.0,0.4645,granite3_1-dense_2b-instruct-fp16,2,fp16
granite3.1-dense:2b-instruct-fp16,PromptType.COT_NSHOT,100,100,0,0,2.006467890739441,2.01702880859375,0.3312106687791608,52.0,0.46599264705882354,2004331712.56,15973234.74,281300000.0,1680370000.0,22,30,38,10,0.36666666666666664,0.6875,0.47826086956521735,52.0,0.466,granite3_1-dense_2b-instruct-fp16,2,fp16
granite3.1-dense:2b-instruct-fp16,PromptType.COT,100,100,0,0,2.4735899233818053,2.4534549713134766,0.48156391732548526,35.0,0.5731650303880318,2471375702.88,16294586.65,19590000.0,2431170000.0,25,10,59,6,0.2976190476190476,0.8064516129032258,0.4347826086956521,35.0,0.5732,granite3_1-dense_2b-instruct-fp16,2,fp16
qwen2.5:7b-instruct-q4_K_M,PromptType.COT,100,100,0,0,2.744155423641205,2.748702645301819,0.3611466152078545,50.0,0.62109375,2742037144.93,28134412.39,15930000.0,2689630000.0,20,30,38,12,0.3448275862068966,0.625,0.4444444444444445,50.0,0.6211,qwen2_5_7b-instruct-q4_k_m,7,q4_k_m
qwen2.5:7b-instruct-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.27868449449539184,0.21525025367736816,0.6333776243755529,63.0,0.47071428571428564,276943138.67,86619845.06,13990000.0,164870000.0,7,56,14,23,0.3333333333333333,0.23333333333333334,0.27450980392156865,63.0,0.4707,qwen2_5_7b-instruct-q4_k_m,7,q4_k_m
qwen2.5:7b-instruct-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,2.320384407043457,2.3002939224243164,0.27701736157201373,55.0,0.5891209324915008,2318239161.36,28693667.23,366480000.0,1888400000.0,22,33,38,7,0.36666666666666664,0.7586206896551724,0.4943820224719101,55.0,0.5891,qwen2_5_7b-instruct-q4_k_m,7,q4_k_m
glm4:9b-chat-q4_K_M,PromptType.COT_NSHOT,100,100,0,0,4.655711934566498,4.622274160385132,0.5670736828759574,52.0,0.5551659654043946,4653377564.08,28650865.96,536550000.0,4059990000.0,24,28,41,7,0.36923076923076925,0.7741935483870968,0.5,52.0,0.5552,glm4_9b-chat-q4_k_m,9,q4_k_m
glm4:9b-chat-q4_K_M,PromptType.SYSTEM1,100,100,0,0,0.33584969520568847,0.2488318681716919,0.8637881379813735,43.0,0.5552,333969762.81,111354825.13,18670000.0,196820000.0,20,23,52,5,0.2777777777777778,0.8,0.41237113402061853,43.0,0.5552,glm4_9b-chat-q4_k_m,9,q4_k_m
glm4:9b-chat-q4_K_M,PromptType.COT,100,100,0,0,3.9850801157951357,3.9341384172439575,0.4781499234042512,40.0,0.5151515151515151,3982906673.17,28468957.31,24970000.0,3925530000.0,30,10,57,3,0.3448275862068966,0.9090909090909091,0.5000000000000001,40.0,0.5152,glm4_9b-chat-q4_k_m,9,q4_k_m
smallthinker:3b-preview-q4_K_M,PromptType.COT_NSHOT,1,1,0,0,5.326097011566162,5.326097011566162,0.0,0.0,0.0,5320326882.0,29021483.0,422000000.0,4838000000.0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,smallthinker_3b-preview-q4_k_m,3,q4_k_m
smallthinker:3b-preview-q4_K_M,PromptType.SYSTEM1,100,100,0,0,8.002584257125854,6.863900303840637,4.673992543860155,46.0,0.5192795535261289,8000383531.27,143095051.24,48050000.0,7795260000.0,20,26,47,7,0.29850746268656714,0.7407407407407407,0.42553191489361697,46.0,0.5193,smallthinker_3b-preview-q4_k_m,3,q4_k_m
