,sex,birthyear,height_ft,height_in,experience02,hhsize97,homelessness,faminjail,foodstamp,marijuana,cocaine,anydrug,numberofarrestsby2002,arrestedafter2002,convictedby2002,num_weight,birthmonth,race_ethnicity,race_specific,weight,married02,educ02,college02,parentrelations,urbanrural,victim,askgod,godhasnothingtodo,expectdeath,depression,race
394,1,1983,5,10,1,4,0,0,0,1,0,1,1,0,1,250.0,3,3,5,89,5,4,0,7,2,0,2,3,1,2,5
395,0,1983,5,1,3,4,0,0,0,1,0,1,1,0,1,101.0,1,1,5,0,5,4,7,9,4,0,3,2,1,3,3
396,1,1982,6,3,1,8,0,1,0,0,1,1,1,0,0,300.0,6,0,2,0,5,0,6,7,4,0,3,2,1,2,2
397,1,1981,5,7,1,3,0,0,0,1,1,1,2,0,1,135.0,6,3,5,17,5,4,1,9,4,0,3,2,1,3,5
398,1,1984,5,6,2,6,0,0,0,1,1,1,11,1,1,185.0,5,1,5,61,5,0,8,7,4,0,3,2,1,2,3
399,1,1982,6,0,1,3,0,0,0,0,0,0,2,0,1,187.0,3,0,2,63,5,3,6,6,2,0,3,2,1,2,2
400,0,1981,5,1,2,4,0,0,0,1,1,1,4,1,1,135.0,10,1,3,17,5,4,9,7,0,0,3,3,1,2,3
401,0,1980,5,3,3,3,0,0,0,0,0,0,2,0,1,170.0,3,3,5,50,3,3,6,9,0,0,3,2,5,2,5
402,1,1982,5,9,2,3,0,0,0,0,1,1,1,0,0,160.0,6,3,5,40,5,4,1,7,4,0,2,2,1,2,5
403,1,1981,5,11,0,11,0,0,0,1,1,1,1,0,0,158.0,11,0,2,38,5,0,8,7,2,0,3,3,1,2,2
404,0,1983,5,2,3,3,0,0,0,1,0,1,1,0,0,162.0,0,0,2,31,5,4,1,7,4,0,3,2,1,2,2
405,0,1983,5,4,1,3,0,0,1,0,0,0,1,0,0,162.0,1,3,5,31,5,4,7,7,4,0,3,2,1,3,5
406,1,1982,5,7,2,11,0,0,1,0,0,0,3,0,1,230.0,7,3,1,82,2,0,8,2,1,0,2,2,1,3,1
407,1,1982,6,3,1,4,0,0,0,1,0,1,3,1,1,190.0,3,3,5,65,5,4,1,9,4,0,3,2,1,2,5
408,1,1984,6,1,5,5,0,0,0,1,0,1,2,1,0,195.0,2,3,5,68,4,0,8,9,2,1,2,2,1,1,5
409,1,1982,5,11,2,4,0,0,0,0,0,0,1,0,1,185.0,5,3,5,61,5,4,1,12,0,0,3,2,1,2,5
410,1,1982,5,0,4,4,0,0,0,1,1,1,1,0,0,155.0,0,3,5,35,5,4,1,9,4,0,2,3,1,3,5
411,1,1980,5,-3,3,3,0,0,0,1,0,1,8,0,1,162.0,0,0,2,31,5,3,6,6,4,0,3,2,12,2,2
412,1,1983,5,8,0,7,0,1,0,1,0,1,2,0,0,170.0,4,0,2,50,5,0,8,7,4,1,3,2,1,1,2
413,1,1984,5,6,3,4,0,0,1,1,0,1,1,0,1,155.0,1,1,3,35,4,4,7,7,4,0,3,3,1,2,3
414,0,1980,5,7,0,2,1,1,1,1,0,1,2,0,0,375.0,2,0,2,0,5,0,8,7,0,0,3,2,2,2,2
415,1,1983,5,10,1,5,0,0,0,1,1,1,1,1,0,155.0,3,3,5,35,5,4,1,0,0,0,2,3,1,3,5
416,0,1981,5,5,0,6,1,0,0,1,0,1,1,1,1,160.0,11,0,2,40,5,0,8,7,4,0,3,2,1,3,2
417,0,1980,5,7,1,5,0,0,0,1,0,1,1,0,0,120.0,5,3,5,8,4,0,6,9,0,0,2,3,2,2,5
418,1,1983,5,4,0,2,0,0,0,0,0,0,1,0,0,170.0,1,0,2,50,5,4,7,7,2,0,3,2,1,2,2
419,1,1983,6,4,4,5,0,0,0,1,0,1,1,0,0,183.0,11,3,5,59,5,4,0,7,4,0,2,2,1,1,5
420,0,1984,5,5,1,3,0,0,0,1,0,1,1,0,0,115.0,11,1,3,5,5,4,1,7,4,0,3,3,1,2,3
421,1,1981,5,10,0,6,0,1,0,1,0,1,4,0,1,215.0,3,3,5,77,5,4,0,2,1,0,2,3,1,3,5
422,1,1984,5,11,2,6,0,0,0,1,1,1,1,0,1,187.0,8,3,5,55,4,3,6,7,4,0,2,3,1,2,5
423,1,1983,5,5,0,4,0,0,0,1,0,1,2,0,1,60.0,9,1,5,0,3,0,8,2,1,0,3,2,1,3,3
424,0,1982,5,0,9,5,0,0,0,1,1,1,1,0,0,180.0,9,3,5,57,5,4,9,9,2,1,3,2,1,3,5
425,0,1980,5,3,3,3,0,0,0,1,1,1,1,0,1,95.0,3,3,5,0,5,4,7,8,2,0,3,2,12,2,5
426,1,1980,5,10,0,4,0,0,0,0,0,0,2,0,1,162.0,1,0,2,31,4,0,8,7,4,0,3,2,2,1,2
427,1,1984,5,8,1,3,0,0,0,1,0,1,1,1,0,140.0,8,1,5,22,4,0,8,7,4,0,3,2,1,2,3
428,0,1980,5,5,3,2,0,0,1,0,0,0,1,0,0,158.0,9,0,2,38,5,4,7,2,1,0,3,2,2,3,2
429,0,1980,5,3,2,5,0,0,0,1,0,1,1,0,1,155.0,9,3,5,35,3,4,7,7,2,0,3,2,12,2,5
430,1,1983,5,8,1,5,0,0,1,1,0,1,7,0,1,240.0,5,0,2,86,3,3,6,7,4,0,2,2,1,3,2
431,0,1983,5,4,2,7,0,0,0,0,0,0,5,0,1,117.0,7,1,3,6,4,4,7,9,0,0,2,1,1,2,3
432,1,1983,5,9,2,6,0,0,0,0,0,0,1,0,0,137.0,2,1,3,19,3,4,7,7,4,0,3,2,1,3,3
433,1,1980,6,2,1,5,0,1,1,1,0,1,5,1,1,185.0,1,0,2,61,4,0,8,7,4,1,3,2,4,3,2
434,1,1981,5,-3,1,5,0,0,0,1,1,1,1,1,1,165.0,2,1,5,45,5,4,9,9,2,0,3,2,1,3,3
435,0,1982,5,3,3,4,0,0,0,0,0,0,1,0,1,137.0,8,3,5,11,3,4,7,9,4,0,2,2,1,2,5
436,1,1980,5,10,2,3,0,0,0,1,1,1,1,0,0,180.0,7,3,5,57,5,4,1,12,4,0,2,2,4,2,5
437,1,1983,7,3,1,5,0,0,0,1,0,1,2,1,0,140.0,0,3,5,22,5,0,8,5,4,0,2,3,1,2,5
438,1,1982,6,0,0,5,0,0,0,1,1,1,5,1,1,165.0,3,1,3,45,5,0,8,7,4,0,3,3,1,0,3
439,1,1984,5,9,1,6,0,0,0,1,1,1,6,0,1,187.0,9,3,5,55,5,0,3,7,4,0,3,2,1,2,5
440,0,1983,5,9,2,4,0,0,0,1,0,1,1,0,0,350.0,10,3,5,0,5,0,6,7,4,0,3,2,1,2,5
441,1,1982,6,0,4,3,0,0,0,1,0,1,3,0,0,185.0,4,1,3,61,5,4,0,4,0,0,2,2,1,2,3
442,0,1981,6,1,1,4,0,0,0,1,0,1,1,0,1,163.0,10,3,5,43,5,1,0,2,1,0,3,2,1,2,5
443,1,1984,6,6,0,2,0,0,0,1,0,1,10,0,1,170.0,1,0,2,50,5,0,8,7,4,0,3,2,1,0,2
444,1,1980,5,6,1,5,0,0,0,1,1,1,2,0,1,145.0,5,3,5,26,5,4,7,5,4,1,2,3,12,2,5
445,1,1981,5,8,2,4,0,0,0,0,0,0,1,0,0,220.0,1,1,5,79,5,4,7,9,4,0,3,2,1,2,3
446,1,1981,5,11,2,4,0,1,0,1,1,1,2,0,1,160.0,11,3,5,40,5,4,7,7,0,0,3,2,1,3,5
447,1,1983,5,8,1,5,0,0,0,0,1,1,7,1,1,160.0,6,3,5,40,5,0,8,7,4,0,3,3,1,2,5
448,0,1984,5,6,0,5,0,0,0,1,1,1,5,0,1,162.0,5,2,5,31,5,4,7,3,2,1,2,3,1,2,4
449,0,1981,5,8,1,3,0,0,0,0,1,1,2,0,1,148.0,3,2,4,29,3,0,8,7,4,1,3,1,1,0,4
450,1,1982,5,7,0,4,0,0,0,1,1,1,10,1,1,230.0,5,1,5,82,5,0,6,9,4,0,3,3,1,0,3
451,1,1981,6,0,0,4,0,0,0,1,1,1,5,0,1,187.0,9,3,5,55,4,0,6,7,3,0,3,2,1,3,5
452,1,1983,6,1,6,7,0,0,0,1,1,1,5,1,1,187.0,9,3,5,55,1,0,8,5,2,0,2,2,1,1,5
453,0,1983,5,3,2,3,0,0,0,1,1,1,1,0,0,165.0,0,3,5,45,5,4,1,7,4,0,2,3,1,3,5
454,0,1984,5,2,1,4,0,0,0,1,1,1,1,1,0,135.0,5,3,5,17,5,3,0,9,4,0,3,2,1,3,5
455,1,1984,5,8,3,4,0,0,0,1,0,1,3,1,0,160.0,9,0,2,40,4,3,9,7,4,1,3,2,1,2,2
456,1,1984,6,1,1,4,0,0,0,0,0,0,1,0,0,180.0,10,3,5,57,5,4,0,9,4,0,3,2,1,3,5
457,0,1983,5,5,5,3,0,0,0,1,1,1,1,0,0,115.0,7,3,5,5,5,4,1,9,4,1,3,2,1,3,5
458,0,1981,5,3,2,5,0,0,1,1,0,1,1,0,0,212.0,4,0,2,71,5,4,4,7,4,0,3,2,1,0,2
459,1,1982,5,8,3,4,0,0,0,1,0,1,1,0,0,140.0,3,3,5,22,5,4,7,9,0,0,0,3,1,2,5
460,1,1981,5,3,0,10,0,0,0,0,0,0,1,0,1,170.0,3,0,2,50,5,3,6,9,2,0,3,3,1,2,2
461,0,1982,5,4,0,3,0,0,1,1,0,1,1,1,1,162.0,4,0,2,31,5,0,8,2,1,0,3,3,1,1,2
462,0,1982,5,1,1,2,0,0,1,0,0,0,1,0,0,238.0,2,0,2,85,5,4,7,3,4,0,3,2,1,0,2
463,1,1980,5,11,1,4,0,0,0,0,0,0,1,0,1,170.0,2,1,3,50,5,4,0,7,4,0,3,2,12,2,3
464,0,1981,5,3,2,5,0,0,0,1,1,1,4,0,1,185.0,0,3,5,61,4,0,8,9,4,0,3,2,1,3,5
465,1,1981,6,2,2,3,1,0,0,1,1,1,4,0,0,215.0,11,1,5,77,4,4,7,9,2,1,2,3,1,2,3
466,0,1981,5,5,2,3,0,0,0,1,0,1,7,1,1,115.0,8,3,5,5,5,0,8,8,2,0,3,2,1,2,5
467,1,1983,5,7,1,5,0,1,0,1,1,1,13,1,1,131.0,9,3,5,,5,0,8,7,0,0,2,3,1,2,5
468,1,1980,6,3,2,4,0,0,0,0,0,0,1,0,0,210.0,7,3,5,75,5,4,1,9,4,0,2,3,6,2,5
469,1,1981,6,1,0,7,0,0,0,1,1,1,18,1,0,145.0,2,0,2,26,5,0,6,7,4,0,3,2,1,2,2
470,1,1981,5,11,3,2,0,0,0,1,0,1,2,1,1,180.0,0,0,2,57,5,3,6,12,4,0,3,2,1,2,2
471,1,1984,5,7,3,8,0,1,0,0,0,0,4,0,1,270.0,11,1,5,92,5,0,8,2,1,0,3,3,1,2,3
472,1,1984,6,11,1,3,0,0,0,0,0,0,1,1,1,145.0,4,3,5,26,5,0,8,12,4,0,3,3,1,2,5
473,1,1982,5,11,0,3,0,1,0,1,0,1,10,1,1,180.0,10,0,2,57,5,0,6,7,4,0,2,3,1,2,2
474,1,1983,5,10,0,3,0,0,0,1,1,1,2,0,0,205.0,3,1,5,73,5,4,7,7,4,0,3,2,1,2,3
475,0,1980,5,11,2,3,0,0,0,0,0,0,1,0,1,237.0,0,0,2,81,5,4,7,7,0,0,3,2,0,2,2
476,1,1981,5,5,1,7,0,0,0,1,1,1,1,0,0,130.0,2,1,5,14,5,0,8,9,4,0,2,3,1,2,3
477,0,1983,5,4,1,6,0,0,0,0,0,0,2,0,1,195.0,2,3,5,68,4,0,8,7,0,0,2,3,1,2,5
478,1,1980,6,0,1,7,0,1,0,1,0,1,2,1,0,165.0,0,0,2,45,5,4,7,2,1,0,3,2,11,3,2
479,1,1984,6,2,0,9,0,0,0,1,1,1,11,0,1,170.0,9,0,2,50,5,0,8,7,4,0,3,3,1,0,2
480,1,1984,5,8,1,6,0,1,1,0,0,0,1,0,1,185.0,2,3,5,61,4,0,8,7,4,0,2,2,1,3,5
481,0,1981,5,2,4,4,0,0,1,1,1,1,1,0,1,185.0,8,3,5,61,3,0,8,12,4,0,3,2,1,2,5
482,1,1984,6,2,1,6,0,1,1,1,0,1,11,0,1,187.0,3,0,2,55,4,4,7,7,4,0,3,2,1,3,2
483,0,1981,5,7,1,4,0,0,1,0,0,0,2,0,1,187.0,6,0,2,55,7,3,6,7,4,0,3,2,1,2,2
484,1,1980,5,11,2,4,0,0,1,0,0,0,4,1,1,162.0,5,1,5,31,4,0,8,7,4,0,3,2,2,3,3
485,1,1983,6,2,0,6,0,0,0,0,0,0,1,0,0,12.5,0,3,5,0,5,4,0,9,4,1,3,2,1,3,5
486,1,1981,5,11,0,4,0,0,0,1,1,1,2,0,1,212.0,2,0,2,71,5,4,1,9,4,0,3,2,1,2,2
487,0,1982,5,4,1,4,0,0,1,0,0,0,5,0,1,162.0,5,3,5,31,6,0,8,7,4,0,3,2,1,3,5
488,1,1983,5,10,1,4,0,0,0,1,1,1,1,1,1,130.0,2,3,5,14,5,3,6,9,4,0,2,2,1,3,5
489,1,1982,5,11,4,3,0,0,0,1,1,1,4,0,1,195.0,1,3,5,68,5,4,7,7,4,0,2,3,1,0,5
490,1,1982,5,9,0,6,0,0,0,1,0,1,1,1,0,187.0,11,0,2,55,5,4,9,9,4,0,2,2,1,3,2
491,1,1980,5,9,1,3,0,1,0,1,0,1,1,1,0,170.0,4,1,5,50,3,0,8,9,4,0,3,3,0,2,3
492,1,1980,5,7,5,6,0,0,0,1,1,1,2,0,1,185.0,11,1,3,61,5,0,8,9,4,1,2,2,13,3,3
493,1,1982,6,1,2,3,1,0,0,1,0,1,1,0,0,160.0,10,3,5,40,4,0,8,7,4,0,3,2,1,3,5
494,1,1981,5,10,2,4,0,0,0,1,0,1,2,0,1,160.0,3,3,5,40,5,4,9,9,4,0,2,2,1,2,5
495,1,1982,5,8,1,4,0,1,0,1,1,1,4,0,1,187.0,3,3,5,55,5,0,6,2,1,0,3,2,1,3,5
496,1,1984,5,9,0,2,0,0,0,1,0,1,5,0,0,145.0,8,3,1,26,5,4,7,5,4,0,2,3,1,2,1
497,1,1983,5,7,1,5,0,0,0,1,0,1,1,1,1,160.0,6,3,5,40,5,4,7,7,2,0,2,3,1,1,5
498,1,1982,5,8,2,3,0,0,0,1,0,1,1,0,1,165.0,5,3,1,45,5,4,9,7,4,0,3,3,1,2,1
499,1,1980,5,5,1,2,0,0,0,1,1,1,4,1,1,115.0,2,3,5,5,5,4,9,7,2,0,3,2,11,2,5
500,1,1982,6,0,4,7,0,0,0,1,0,1,1,0,0,185.0,5,3,5,61,5,3,6,7,2,0,3,2,1,3,5
501,0,1982,5,5,3,3,0,0,0,1,1,1,1,0,1,130.0,7,3,5,14,5,0,9,8,0,1,2,3,1,3,5
502,1,1980,5,10,0,2,1,0,0,1,1,1,6,1,1,170.0,10,3,5,50,5,3,6,12,2,1,2,3,11,2,5
503,1,1982,6,0,1,2,0,0,0,1,1,1,1,0,1,220.0,6,1,3,79,5,0,8,7,0,1,3,2,1,2,3
504,1,1983,6,11,3,4,0,0,0,1,1,1,1,1,0,211.0,2,1,4,,5,4,7,7,0,0,3,2,1,1,3
505,0,1982,5,7,3,5,0,0,0,0,0,0,3,1,1,168.0,0,1,5,48,4,0,8,9,4,0,3,2,1,1,3
506,1,1981,5,9,1,3,0,0,0,1,0,1,2,0,1,260.0,11,1,3,91,5,4,7,7,4,0,3,2,1,3,3
507,1,1983,6,0,2,4,0,0,0,1,0,1,1,0,1,174.0,1,3,5,54,5,4,7,7,0,0,3,2,1,3,5
508,1,1983,6,2,3,3,1,0,0,0,0,0,1,0,1,165.0,11,0,2,45,4,3,6,12,0,0,2,2,1,2,2
509,1,1981,6,1,3,5,0,0,0,1,0,1,3,1,1,162.0,4,3,5,31,5,0,8,7,2,0,3,3,1,2,5
510,1,1980,5,7,3,6,0,0,0,1,0,1,3,0,1,180.0,10,1,3,57,3,3,6,2,1,0,3,3,15,2,3
511,1,1981,6,8,0,6,0,0,0,1,0,1,2,0,1,161.0,2,0,4,41,5,0,8,8,0,0,3,2,1,2,2
512,0,1982,5,3,0,4,0,0,1,1,1,1,1,0,1,154.0,9,0,2,34,5,4,0,12,2,1,3,2,1,2,2
513,1,1981,5,10,3,3,0,0,0,1,1,1,1,0,1,210.0,5,3,5,75,5,4,7,2,1,0,2,3,1,2,5
514,1,1983,6,1,1,5,0,0,0,1,0,1,1,1,0,160.0,5,3,5,40,5,0,8,2,1,0,2,3,1,2,5
515,1,1980,5,9,3,2,0,0,0,1,1,1,1,0,1,185.0,4,3,5,61,5,4,7,8,2,0,3,2,3,2,5
516,1,1981,5,8,1,6,0,0,0,1,0,1,3,0,1,185.0,6,1,5,61,5,0,6,2,1,0,3,2,1,2,3
517,1,1984,5,9,0,4,0,0,0,1,1,1,19,0,1,185.0,1,0,2,61,5,0,8,7,4,1,2,3,1,2,2
518,0,1983,5,5,1,4,0,0,0,1,0,1,1,0,0,174.0,1,1,3,54,5,0,8,12,4,0,3,3,1,3,3
519,0,1981,5,5,1,6,0,0,0,1,0,1,1,0,1,162.0,4,3,5,31,4,4,7,7,4,0,3,2,1,2,5
520,1,1983,6,0,3,3,0,0,0,1,0,1,1,0,1,165.0,1,0,2,45,5,4,1,9,3,0,3,2,1,3,2
521,0,1984,5,5,2,4,0,0,0,1,0,1,1,0,0,185.0,1,0,2,61,5,0,3,9,4,0,3,2,1,3,2
522,1,1981,6,0,2,4,0,0,0,1,1,1,3,1,1,140.0,10,3,5,22,5,4,7,7,4,0,3,2,1,2,5
523,1,1981,6,0,3,4,0,0,0,1,0,1,1,0,1,240.0,2,3,5,86,4,4,1,9,0,0,2,3,1,2,5
524,1,1982,5,11,3,4,0,0,0,1,0,1,1,0,0,135.0,5,3,5,17,5,0,8,9,0,0,3,2,1,3,5
525,1,1983,6,0,2,4,0,0,0,0,0,0,1,0,0,160.0,4,3,5,40,5,0,3,7,2,0,2,2,1,2,5
526,0,1980,5,5,3,5,0,0,0,1,0,1,1,0,1,130.0,0,3,5,14,5,2,5,9,2,0,2,2,11,2,5
527,1,1980,6,4,1,4,0,0,0,1,0,1,4,0,1,190.0,9,3,5,65,4,4,0,8,4,0,2,3,11,3,5
528,1,1982,5,8,2,3,0,0,0,0,0,0,1,0,0,165.0,6,1,3,45,5,4,7,5,4,0,3,2,1,2,3
529,1,1981,5,11,3,7,0,0,0,1,0,1,2,0,1,245.0,5,3,5,87,5,4,7,2,1,0,2,3,1,2,5
530,0,1982,5,6,1,2,1,0,0,1,1,1,10,0,1,115.0,11,3,5,5,3,0,8,7,4,1,3,3,1,3,5
531,0,1984,5,5,1,4,0,0,0,1,1,1,2,0,1,138.0,6,2,2,20,3,3,0,7,4,0,3,3,1,2,4
532,1,1984,5,0,0,6,0,0,0,1,0,1,6,1,1,162.0,8,1,3,31,4,0,8,7,4,0,3,2,1,2,3
533,1,1984,5,5,1,5,0,0,0,0,0,0,2,0,0,140.0,5,3,1,22,5,0,8,2,1,0,3,3,1,1,1
534,0,1981,5,5,3,4,0,1,1,1,0,1,1,0,0,115.0,2,0,2,5,5,0,8,7,4,0,3,2,1,3,2
535,1,1984,5,5,2,9,0,0,0,1,0,1,2,0,1,130.0,4,1,5,14,5,0,7,9,4,0,3,2,1,3,3
536,1,1982,5,10,1,4,0,0,0,1,0,1,1,0,0,180.0,2,0,2,57,5,4,7,9,4,0,3,2,1,2,2
537,1,1984,6,0,3,4,0,0,0,0,0,0,1,0,0,220.0,10,3,5,79,5,4,7,9,4,0,3,2,1,2,5
538,0,1982,5,1,2,3,0,0,0,0,0,0,1,0,0,120.0,0,0,2,8,4,4,7,7,4,0,3,2,1,2,2
539,1,1983,5,8,0,4,0,0,0,1,1,1,2,0,1,162.0,7,0,2,31,5,0,8,8,4,0,3,3,1,2,2
540,0,1981,5,4,4,4,0,0,0,1,1,1,1,0,1,137.0,10,3,5,11,5,4,0,7,4,1,3,2,1,2,5
541,0,1982,5,1,0,6,0,0,0,1,1,1,10,0,1,110.0,4,3,5,4,5,0,8,2,1,0,3,3,1,0,5
542,1,1983,6,0,2,6,0,1,0,1,0,1,1,1,0,160.0,0,0,2,40,5,0,8,7,4,0,2,3,1,2,2
543,0,1983,5,1,1,4,0,0,0,0,0,0,1,0,0,135.0,6,1,3,17,3,0,8,9,4,0,3,2,1,2,3
544,0,1980,5,5,2,4,0,0,0,1,0,1,1,0,0,162.0,10,3,5,31,5,2,2,9,2,0,3,2,4,3,5
545,1,1982,5,6,0,5,0,1,0,0,0,0,3,0,1,237.0,3,1,5,81,7,0,8,9,0,1,3,3,1,2,3
546,1,1983,5,9,2,7,0,0,0,0,0,0,1,1,0,166.0,3,1,3,46,5,4,7,2,1,0,3,2,1,2,3
547,0,1984,5,7,6,4,0,0,0,1,0,1,1,0,1,162.0,10,3,5,31,5,4,7,7,4,0,3,2,1,3,5
548,0,1983,5,4,0,2,0,0,0,1,1,1,1,0,1,117.0,8,3,5,6,5,3,6,7,4,0,3,2,1,3,5
549,1,1984,6,4,4,4,0,0,0,1,1,1,1,0,0,310.0,10,3,5,0,5,0,3,2,1,0,3,2,1,3,5
550,1,1980,5,8,2,4,0,0,0,1,0,1,1,0,1,160.0,2,3,5,40,7,4,9,9,4,0,2,2,11,3,5
551,1,1982,5,8,2,5,0,1,0,0,0,0,2,1,1,162.0,2,1,5,31,5,4,7,7,4,0,3,2,1,2,3
552,0,1981,5,3,0,4,0,1,1,1,0,1,1,1,0,185.0,1,3,5,61,3,0,8,7,4,0,3,2,1,2,5
553,1,1980,5,10,1,4,0,1,0,0,0,0,6,0,0,170.0,4,3,5,50,7,0,3,12,4,0,3,2,2,3,5
554,1,1982,5,9,0,6,0,0,0,1,1,1,1,0,0,135.0,1,1,5,17,5,4,1,5,4,0,3,2,1,3,3
555,0,1980,4,11,2,5,0,0,0,0,0,0,4,0,1,110.0,10,3,5,4,4,4,7,9,4,0,3,2,2,2,5
556,1,1984,5,9,0,5,0,1,0,0,0,0,2,0,1,145.0,6,0,2,26,5,0,8,7,4,0,3,2,1,1,2
557,0,1982,5,9,1,6,0,0,0,1,0,1,1,1,0,275.0,0,0,2,93,5,4,1,7,4,0,3,2,1,3,2
558,1,1982,5,4,1,8,0,0,0,1,1,1,1,0,0,137.0,0,3,1,11,5,4,7,2,1,0,2,2,1,2,1
559,0,1981,5,3,3,4,0,0,0,0,0,0,1,0,1,145.0,11,0,2,26,5,4,9,7,4,0,3,2,1,2,2
560,1,1983,6,0,7,5,0,0,0,1,1,1,3,0,1,180.0,4,3,5,57,5,4,9,9,4,0,2,3,1,3,5
561,1,1981,5,7,3,5,0,0,0,1,1,1,4,1,1,165.0,7,3,5,45,5,4,1,9,4,1,2,2,1,3,5
562,0,1984,5,4,3,6,1,0,0,1,0,1,1,1,0,154.0,2,3,0,34,5,0,8,7,2,1,3,2,1,1,0
563,1,1982,5,10,0,7,0,1,0,0,0,0,1,0,0,160.0,8,0,2,40,5,0,8,2,1,0,3,2,1,2,2
564,0,1984,5,2,3,4,0,0,0,1,0,1,1,0,1,106.0,5,3,5,,5,4,1,9,2,0,3,1,1,3,5
565,1,1982,5,11,0,4,0,0,0,0,0,0,2,0,1,162.0,6,0,2,31,5,4,7,5,0,1,3,2,1,3,2
566,0,1984,5,7,0,3,0,0,0,1,0,1,1,0,1,138.0,3,0,2,20,5,0,3,7,4,0,2,2,1,3,2
567,0,1984,5,7,2,4,0,0,0,1,1,1,1,0,0,187.0,7,3,5,55,5,0,3,7,0,0,2,3,1,2,5
568,0,1984,5,3,0,10,0,0,0,1,0,1,2,0,0,160.0,0,1,3,40,4,0,8,7,4,0,2,2,1,3,3
569,1,1983,6,0,3,6,0,0,0,1,0,1,1,0,0,165.0,7,3,5,45,5,4,0,9,4,0,3,2,1,2,5
570,1,1984,5,10,3,5,0,0,0,0,0,0,1,0,0,187.0,9,1,5,55,5,4,0,9,4,0,3,3,1,2,3
571,1,1983,5,8,0,6,0,1,0,1,1,1,1,0,1,187.0,10,1,3,55,5,4,9,7,4,0,3,2,1,3,3
572,0,1984,5,3,1,9,0,0,0,0,0,0,1,0,0,130.0,10,1,3,14,5,0,8,9,4,0,3,2,1,2,3
573,1,1984,5,9,1,6,0,0,0,0,0,0,2,0,0,12.5,9,0,2,0,5,0,3,9,4,0,3,2,1,2,2
574,1,1982,5,9,4,5,0,0,0,1,0,1,1,0,0,185.0,10,0,4,61,5,4,9,7,0,0,3,2,1,2,2
575,1,1980,5,10,0,4,0,0,0,1,0,1,1,0,0,165.0,11,1,5,45,5,4,1,9,4,0,3,2,2,2,3
576,1,1980,6,0,0,4,0,0,0,1,0,1,1,0,1,178.0,2,0,2,56,5,3,6,12,4,0,3,2,3,2,2
577,1,1981,5,6,1,4,0,0,0,1,0,1,4,1,1,165.0,10,0,2,45,5,0,8,7,4,0,3,2,1,3,2
578,0,1982,5,8,2,3,0,0,0,1,1,1,1,0,1,220.0,8,3,5,79,4,4,7,7,4,0,1,1,1,2,5
579,1,1981,6,1,1,5,0,0,0,0,0,0,2,0,0,170.0,3,0,2,50,5,4,7,2,1,0,3,2,1,2,2
580,0,1984,5,6,1,5,1,1,1,1,1,1,1,0,1,135.0,4,3,5,17,2,3,6,7,4,1,3,2,1,3,5
581,0,1981,5,7,2,2,0,0,1,0,0,0,1,1,1,242.0,9,3,5,,5,3,6,5,0,0,3,2,1,3,5
582,1,1983,6,2,2,6,0,1,0,1,0,1,1,0,0,155.0,7,0,2,35,5,0,8,7,4,0,3,2,1,2,2
583,1,1981,6,1,0,6,0,0,0,0,0,0,1,1,0,230.0,5,0,2,82,5,4,7,2,1,1,3,2,1,3,2
584,1,1980,5,9,3,5,0,0,0,1,0,1,1,0,1,165.0,5,0,2,45,5,3,6,7,4,0,3,3,2,3,2
585,1,1980,5,9,2,4,0,0,0,1,0,1,3,0,1,145.0,7,3,5,26,5,0,8,8,4,0,3,2,12,3,5
586,1,1981,5,11,1,5,1,0,0,1,1,1,2,1,1,155.0,2,3,5,35,5,4,7,8,4,0,3,2,1,3,5
587,0,1983,5,4,0,3,0,0,0,1,1,1,5,0,0,130.0,3,3,5,14,5,0,8,7,0,0,2,3,1,0,5
588,0,1984,5,2,2,4,0,0,0,1,1,1,1,0,0,126.0,11,3,5,,5,0,3,9,4,1,3,2,1,3,5
589,1,1980,5,8,1,3,0,0,0,1,1,1,6,1,1,140.0,2,1,3,22,5,4,9,9,4,1,3,2,12,3,3
590,0,1982,5,6,1,5,0,0,0,1,0,1,2,0,0,157.0,9,1,1,37,4,0,8,9,4,0,2,2,1,2,3
591,1,1981,6,1,2,6,0,0,0,1,0,1,1,0,0,180.0,4,0,2,57,4,0,8,8,2,0,3,3,1,2,2
592,1,1984,5,9,1,3,1,1,0,1,1,1,3,1,0,155.0,10,3,5,35,5,0,8,7,0,1,2,2,1,3,5
593,0,1980,5,6,2,3,0,0,0,0,0,0,1,1,0,130.0,4,3,5,14,5,4,1,12,4,0,3,2,11,2,5
594,1,1981,5,10,1,6,0,1,0,1,0,1,1,1,0,59.0,5,0,2,0,5,0,8,8,2,0,2,2,1,2,2
595,1,1982,6,0,1,5,1,0,0,1,0,1,3,1,1,160.0,6,0,2,40,5,3,0,2,1,1,3,2,1,3,2
596,1,1982,5,11,2,3,0,0,1,1,0,1,4,0,1,212.0,1,1,2,71,5,4,7,9,4,0,3,2,1,2,3
597,1,1980,5,10,0,10,0,0,0,1,0,1,2,1,1,184.0,4,0,2,60,5,0,8,7,4,0,3,2,7,2,2
598,0,1983,5,5,3,5,0,0,0,1,0,1,1,0,0,145.0,11,0,2,26,5,0,8,2,1,1,3,2,1,1,2
599,0,1984,5,7,3,4,0,0,0,1,0,1,1,0,0,120.0,6,0,4,8,5,4,7,9,4,0,3,2,1,3,2
