,sex,birthyear,height_ft,height_in,experience02,hhsize97,homelessness,faminjail,foodstamp,marijuana,cocaine,anydrug,numberofarrestsby2002,arrestedafter2002,convictedby2002,num_weight,birthmonth,race_ethnicity,race_specific,weight,married02,educ02,college02,parentrelations,urbanrural,victim,askgod,godhasnothingtodo,expectdeath,depression,race
600,1,1980,6,0,2,5,0,1,0,1,1,1,7,1,1,160.0,2,3,5,40,5,0,8,7,2,0,3,2,2,3,5
601,1,1981,6,8,2,4,0,0,0,1,0,1,1,1,0,145.0,8,0,2,26,5,0,8,8,0,1,3,2,1,2,2
602,1,1984,5,8,1,4,0,0,0,1,0,1,1,0,1,120.0,2,3,5,8,5,0,3,7,4,0,2,2,1,2,5
603,0,1983,5,9,4,4,0,0,0,1,1,1,1,1,1,135.0,11,3,5,17,5,4,9,2,1,0,3,2,1,3,5
604,1,1982,6,1,1,4,1,1,0,1,0,1,1,1,0,185.0,1,0,2,61,5,4,9,7,0,,2,2,1,2,2
605,1,1982,5,10,2,3,0,0,0,1,0,1,2,1,1,135.0,2,3,5,17,4,0,8,7,4,0,3,2,1,2,5
606,1,1984,5,6,1,4,0,0,0,1,0,1,1,0,0,178.0,10,0,2,56,5,4,7,7,0,0,3,2,1,2,2
607,1,1984,6,2,2,5,0,0,0,1,0,1,2,1,0,230.0,2,0,2,82,5,0,3,7,4,1,3,2,1,2,2
608,1,1981,5,11,1,4,0,0,0,1,1,1,1,1,1,170.0,7,1,3,50,5,4,7,9,2,0,3,2,1,2,3
609,0,1984,5,2,5,3,1,0,0,1,1,1,1,1,0,113.0,1,3,5,,5,0,3,7,4,0,2,3,1,3,5
610,0,1980,5,5,2,5,0,0,0,1,1,1,1,0,1,130.0,2,3,5,14,5,4,9,9,4,0,3,2,4,3,5
611,1,1981,6,1,2,8,0,1,0,1,0,1,2,1,1,166.0,2,0,2,46,5,0,8,7,4,0,3,3,1,2,2
612,1,1982,5,10,1,2,0,0,0,0,0,0,3,0,1,155.0,5,0,2,35,5,0,6,7,4,0,3,2,1,2,2
613,1,1980,5,10,0,6,1,1,0,1,1,1,8,1,1,165.0,5,1,3,45,5,0,8,7,4,0,2,3,12,1,3
614,1,1982,5,11,1,4,0,0,0,1,1,1,1,1,0,190.0,1,3,5,65,5,4,1,9,4,0,2,2,1,2,5
615,1,1984,6,1,0,4,0,0,0,0,1,1,1,0,0,170.0,2,0,2,50,5,0,3,7,4,0,3,2,1,2,2
616,0,1982,5,4,4,3,0,0,0,1,1,1,1,0,1,120.0,10,3,5,8,5,4,1,5,4,0,3,2,1,3,5
617,0,1980,5,4,5,5,0,0,0,1,0,1,1,0,0,117.0,5,3,5,6,5,4,5,7,4,0,2,2,2,2,5
618,1,1980,5,4,0,5,0,0,0,0,0,0,1,0,0,240.0,9,0,2,86,5,0,8,7,2,0,3,2,2,3,2
619,1,1984,5,7,1,5,0,0,0,0,0,0,1,0,0,140.0,10,0,2,22,5,0,8,7,4,0,3,3,1,2,2
620,0,1982,5,6,1,4,0,1,0,1,0,1,6,0,1,135.0,11,3,5,17,5,0,8,7,4,1,3,2,1,3,5
621,1,1982,6,3,0,4,0,0,0,0,0,0,5,0,1,208.0,7,0,2,,5,4,9,2,1,0,3,2,1,3,2
622,1,1980,5,9,2,2,0,0,0,1,0,1,1,0,1,180.0,9,1,0,57,3,3,6,12,0,1,3,3,2,2,3
623,0,1980,5,7,2,4,0,0,0,1,0,1,1,0,1,230.0,10,3,5,82,3,4,0,7,4,0,3,2,11,3,5
624,1,1983,6,1,1,6,0,0,0,1,0,1,2,0,1,190.0,6,3,5,65,5,0,8,7,4,0,2,3,1,3,5
625,1,1982,6,1,3,3,0,0,0,1,1,1,8,1,0,170.0,5,1,5,50,5,0,8,9,4,0,3,2,1,3,3
626,1,1984,6,1,0,3,0,0,0,1,0,1,1,0,0,140.0,6,0,2,22,5,3,6,12,3,0,3,2,1,2,2
627,0,1981,5,5,1,4,0,0,0,0,0,0,1,0,1,248.0,7,0,2,88,5,4,7,12,4,0,2,3,1,2,2
628,1,1984,6,2,0,6,0,0,0,1,0,1,1,0,0,215.0,9,0,2,77,5,0,3,7,0,0,3,2,1,2,2
629,1,1983,5,3,2,4,0,0,0,0,0,0,8,0,1,166.0,3,1,5,46,5,0,8,9,4,0,3,2,1,2,3
630,1,1982,5,8,2,5,0,0,0,1,1,1,1,0,0,140.0,0,3,1,22,5,3,6,2,1,1,2,3,1,2,1
631,0,1984,5,7,0,8,0,0,0,1,1,1,1,1,0,146.0,9,0,2,27,5,0,8,7,4,0,3,2,1,1,2
632,1,1981,5,11,4,5,0,1,1,0,0,0,1,0,1,235.0,1,3,0,83,4,4,9,9,2,0,2,3,1,2,0
633,1,1981,5,11,3,2,0,0,0,1,0,1,3,0,1,135.0,10,3,5,17,4,0,8,7,4,0,2,2,1,2,5
634,0,1983,5,2,3,5,0,0,0,1,0,1,2,0,1,155.0,5,3,1,35,4,4,7,2,1,0,3,2,1,3,1
635,1,1984,6,2,1,5,0,0,0,1,1,1,1,0,0,159.0,6,3,5,39,5,4,1,7,4,0,2,2,1,2,5
636,0,1982,5,3,3,4,0,0,0,0,0,0,1,0,0,160.0,1,1,5,40,4,0,8,2,1,0,3,2,1,3,3
637,1,1982,5,5,3,6,0,0,1,0,1,1,1,0,0,146.0,7,1,3,27,4,4,7,2,1,1,3,2,1,3,3
638,1,1981,5,7,0,6,0,1,0,1,0,1,10,0,1,223.0,4,0,2,80,5,0,8,2,1,0,3,2,1,3,2
639,1,1982,6,2,2,5,0,0,0,1,1,1,2,0,1,275.0,3,3,5,93,3,4,4,9,4,0,2,2,1,2,5
640,0,1981,5,2,4,3,0,0,0,1,1,1,1,0,0,145.0,8,3,1,26,5,0,3,9,4,0,3,2,1,3,1
641,1,1981,5,11,2,3,0,0,1,1,0,1,2,0,1,155.0,1,0,2,35,5,4,7,7,4,0,3,2,1,3,2
642,1,1983,5,8,1,5,0,0,0,1,1,1,2,0,1,169.0,5,3,5,49,5,0,8,9,4,0,3,2,1,1,5
643,0,1980,5,2,3,4,0,1,0,1,0,1,1,1,1,145.0,9,3,5,26,5,3,6,5,4,1,2,2,12,1,5
644,1,1983,5,11,2,6,0,0,0,1,0,1,10,0,1,173.0,5,1,5,53,5,0,8,2,1,0,3,2,1,2,3
645,1,1981,5,9,0,6,0,0,0,1,1,1,1,0,1,185.0,8,3,5,61,5,3,6,9,4,0,2,3,1,3,5
646,1,1981,6,0,1,10,1,0,1,1,0,1,1,1,1,164.0,0,3,5,44,3,0,6,1,4,0,3,2,1,3,5
647,1,1981,5,7,1,7,0,0,0,0,0,0,1,0,0,198.0,8,0,2,70,5,0,8,9,4,0,3,2,1,2,2
648,1,1982,6,10,3,8,0,0,0,1,1,1,10,0,1,137.0,8,3,5,11,3,0,8,9,4,0,3,2,1,2,5
649,1,1980,5,8,1,2,0,0,0,0,0,0,1,0,0,185.0,0,3,5,61,3,4,0,5,4,0,3,2,12,2,5
650,0,1983,5,8,3,3,0,0,0,1,1,1,2,1,1,180.0,9,3,5,57,5,4,7,7,4,0,3,2,1,2,5
651,1,1981,6,1,2,4,0,0,0,1,1,1,4,0,1,210.0,3,3,5,75,5,0,8,9,4,0,3,2,1,2,5
652,0,1984,5,1,7,5,0,1,1,1,1,1,3,0,0,155.0,9,3,5,35,4,4,7,7,2,1,3,3,1,3,5
653,1,1982,5,7,1,6,0,0,1,1,0,1,3,1,1,210.0,5,0,2,75,4,0,8,2,1,0,3,2,1,2,2
654,1,1980,5,4,0,2,0,0,0,1,0,1,2,0,1,135.0,3,3,1,17,5,4,7,2,1,0,3,2,12,2,1
655,1,1980,5,4,2,5,0,1,0,1,0,1,2,0,0,212.0,10,1,5,71,3,0,8,9,0,0,3,2,2,2,3
656,1,1982,5,6,1,6,0,0,0,0,0,0,1,0,0,170.0,10,1,3,50,5,0,8,7,4,0,2,2,1,2,3
657,1,1982,6,1,2,5,0,0,0,1,0,1,1,0,0,187.0,7,3,5,55,5,4,1,9,4,0,3,2,1,3,5
658,1,1982,6,0,1,5,0,0,0,1,0,1,2,1,1,185.0,11,0,2,61,5,0,8,12,0,0,3,2,1,3,2
659,1,1981,6,-3,3,4,0,0,0,1,1,1,1,1,0,186.0,1,3,5,62,5,3,6,2,1,1,3,2,1,2,5
660,1,1980,6,4,1,5,0,0,0,1,0,1,2,0,0,350.0,4,1,3,0,5,0,8,5,0,0,3,3,5,2,3
661,0,1981,5,2,2,4,0,0,0,1,0,1,2,0,0,212.0,5,0,2,71,5,4,1,7,2,0,3,2,1,3,2
662,1,1981,5,8,3,5,0,0,0,1,0,1,4,0,1,190.0,4,1,3,65,5,4,9,9,4,0,3,2,1,2,3
663,0,1982,5,2,2,4,0,0,0,0,0,0,1,0,0,120.0,8,0,2,8,5,4,7,5,4,0,3,2,1,3,2
664,1,1983,5,8,1,4,0,0,0,0,1,1,2,1,1,140.0,0,1,3,22,5,0,3,7,4,0,3,3,1,1,3
665,1,1984,6,3,1,5,0,0,0,1,0,1,1,1,1,187.0,1,3,5,55,5,0,6,7,2,0,2,2,1,1,5
666,1,1982,5,8,1,5,0,0,0,1,0,1,2,0,0,170.0,11,1,3,50,5,0,8,9,4,0,2,3,1,2,3
667,1,1983,5,11,5,3,0,0,0,1,0,1,1,0,0,160.0,3,1,3,40,5,0,8,12,4,0,3,2,1,3,3
668,1,1982,6,1,5,6,0,0,0,1,0,1,1,1,1,180.0,4,0,2,57,5,0,3,7,4,0,2,2,1,3,2
669,0,1981,5,8,1,3,1,0,0,1,1,1,1,0,1,160.0,10,1,5,40,5,0,8,7,0,0,3,2,1,2,3
670,1,1983,6,2,3,2,0,0,1,1,1,1,7,1,1,250.0,6,3,5,89,4,4,7,8,2,0,3,2,1,3,5
671,0,1984,5,2,0,6,0,1,0,1,0,1,1,1,0,118.0,11,1,5,7,5,0,3,12,2,1,3,3,1,2,3
672,0,1981,5,6,0,4,0,0,1,1,1,1,1,1,1,162.0,10,0,2,31,5,0,8,7,4,0,3,2,1,3,2
673,1,1980,6,1,2,5,0,0,0,1,0,1,1,0,0,162.0,8,1,5,31,5,4,7,9,4,0,2,3,3,3,3
674,1,1982,5,5,1,6,0,0,0,0,0,0,6,1,1,145.0,0,1,3,26,5,0,8,2,1,1,3,2,1,3,3
675,1,1980,5,8,3,2,0,0,0,0,0,0,3,0,1,168.0,10,0,2,48,4,3,0,7,0,0,3,2,12,3,2
676,1,1984,6,1,0,3,1,0,1,1,1,1,10,1,1,165.0,4,3,5,45,4,0,8,9,0,0,2,2,1,3,5
677,1,1984,6,3,0,4,0,0,0,0,0,0,1,0,0,230.0,10,0,2,82,5,4,9,9,2,0,2,2,1,2,2
678,1,1983,5,8,1,5,0,0,0,0,0,0,1,0,1,134.0,6,0,2,16,5,0,8,12,4,0,3,2,1,2,2
679,1,1981,6,11,0,6,0,0,0,1,0,1,1,0,0,220.0,11,3,5,79,5,4,7,9,4,0,3,2,1,2,5
680,1,1983,5,10,2,5,0,0,0,0,0,0,2,1,1,170.0,3,1,3,50,5,0,8,7,0,0,3,2,1,2,3
681,1,1980,5,10,4,5,0,0,0,1,0,1,3,0,0,160.0,9,3,5,40,5,3,6,7,0,0,3,2,2,2,5
682,1,1982,5,11,3,3,0,0,0,1,0,1,2,0,0,187.0,1,3,5,55,5,0,6,7,2,0,2,3,1,3,5
683,1,1981,5,3,1,4,0,0,0,0,0,0,1,0,1,162.0,1,3,5,31,5,4,1,9,4,0,3,2,1,2,5
684,1,1983,5,6,2,4,0,1,0,1,1,1,4,1,1,187.0,4,3,5,55,5,3,6,7,4,0,2,2,1,3,5
685,1,1980,5,7,1,5,0,0,0,1,1,1,1,1,0,137.0,3,0,2,11,5,4,7,7,4,1,3,2,12,2,2
686,0,1980,5,6,3,3,0,0,0,0,0,0,1,0,1,120.0,10,3,5,8,5,1,1,7,4,0,3,3,2,3,5
687,1,1984,6,6,2,6,0,0,0,0,0,0,1,0,0,212.0,10,3,5,71,5,4,7,9,4,0,2,3,1,2,5
688,0,1980,5,4,1,6,0,1,0,0,0,0,1,0,1,165.0,11,3,5,45,3,0,8,9,2,1,3,2,12,2,5
689,1,1984,6,1,1,4,0,0,0,0,0,0,1,0,1,180.0,9,3,5,57,5,0,3,9,2,0,2,3,1,2,5
690,1,1981,6,2,2,4,0,0,0,1,0,1,2,0,1,165.0,5,0,2,45,5,4,7,7,4,0,3,2,1,2,2
691,0,1983,5,4,2,3,0,1,0,1,1,1,4,0,0,110.0,2,3,5,4,4,0,8,8,4,0,3,2,1,2,5
692,1,1982,6,0,2,4,0,0,0,0,0,0,1,0,1,212.0,6,3,5,71,5,4,9,9,2,0,2,3,1,2,5
693,1,1980,6,0,2,3,0,0,0,1,0,1,1,0,1,190.0,7,3,5,65,3,4,1,9,4,0,2,2,11,2,5
694,1,1984,5,8,4,5,0,0,0,1,1,1,2,0,0,180.0,0,0,2,57,5,4,0,2,1,0,3,3,1,2,2
695,1,1983,5,8,3,5,0,0,0,1,0,1,1,1,1,193.0,8,3,5,66,5,0,6,12,4,0,2,2,1,2,5
696,1,1982,5,8,2,4,0,0,0,1,0,1,1,1,0,160.0,2,3,5,40,5,4,1,9,4,0,3,3,1,2,5
697,1,1982,5,6,2,3,0,0,0,0,0,0,2,0,0,130.0,10,1,3,14,5,0,3,7,4,0,2,3,1,2,3
698,1,1982,5,4,0,4,0,0,0,1,1,1,1,1,1,145.0,0,3,5,26,5,4,1,9,4,0,2,3,1,2,5
699,0,1984,5,4,3,4,0,0,0,1,0,1,4,0,1,162.0,3,3,5,42,5,0,3,7,4,0,2,3,1,3,5
700,1,1983,6,3,2,4,0,0,0,1,1,1,1,1,1,165.0,0,3,5,45,5,4,0,9,0,0,2,2,1,2,5
701,1,1980,6,0,1,3,0,0,0,1,0,1,1,0,1,230.0,1,3,5,82,5,4,9,9,4,0,3,2,11,2,5
702,1,1980,6,0,0,5,0,0,0,1,0,1,1,0,1,145.0,4,3,5,26,4,3,6,7,0,0,3,2,12,3,5
703,1,1981,5,5,3,4,0,0,0,0,0,0,1,0,1,160.0,8,0,2,40,4,4,7,7,0,0,3,2,1,3,2
704,1,1981,5,8,1,4,0,0,0,1,0,1,4,0,1,162.0,5,3,5,31,5,3,6,9,2,0,2,2,1,2,5
705,1,1984,5,11,1,5,0,0,0,1,0,1,1,0,1,190.0,2,3,5,65,5,3,6,9,4,0,3,2,1,2,5
706,1,1982,5,11,1,6,0,0,0,1,1,1,1,0,0,140.0,4,3,5,22,5,4,9,9,4,0,3,2,1,2,5
707,1,1984,5,7,1,3,0,0,0,1,1,1,1,1,0,162.0,8,1,5,31,4,0,8,12,4,0,3,2,1,2,3
708,0,1980,5,8,1,4,0,0,0,1,0,1,1,0,0,187.0,11,3,5,55,5,4,9,7,4,0,2,2,3,2,5
709,1,1982,5,10,1,11,0,0,0,0,0,0,1,1,0,180.0,7,1,5,57,4,0,8,2,1,0,3,3,1,2,3
710,1,1983,5,5,1,5,0,0,0,0,0,0,1,0,0,145.0,3,0,2,26,5,0,3,9,2,0,3,2,1,3,2
711,1,1984,6,0,0,6,0,0,0,1,1,1,3,1,1,135.0,2,3,5,17,5,0,8,9,2,0,2,3,1,3,5
712,1,1982,6,0,2,4,0,0,0,1,0,1,1,0,0,160.0,10,0,2,40,5,4,7,9,4,0,3,2,1,3,2
713,0,1983,5,6,2,3,0,0,1,0,0,0,1,0,1,160.0,1,0,2,40,5,0,8,7,2,0,3,2,1,1,2
714,0,1984,5,3,1,6,0,0,0,0,0,0,2,0,0,124.0,7,1,3,10,5,4,7,9,4,0,3,2,1,3,3
715,0,1982,4,11,2,5,0,1,0,1,0,1,2,0,1,130.0,11,3,5,14,4,3,6,9,4,0,3,2,1,2,5
716,0,1983,5,4,4,4,0,0,0,1,1,1,7,0,1,115.0,3,3,5,5,5,4,7,7,0,0,3,2,1,2,5
717,1,1981,6,0,2,4,0,0,0,1,1,1,1,0,0,160.0,11,3,5,40,5,3,6,9,2,0,2,3,1,3,5
718,1,1980,5,6,1,6,0,0,0,1,0,1,1,0,1,162.0,3,3,5,31,5,4,9,9,2,0,3,2,2,2,5
719,1,1983,6,1,1,8,0,0,0,1,0,1,3,1,0,12.5,10,0,2,0,5,0,8,2,1,0,3,2,1,3,2
720,0,1984,5,5,1,6,0,0,0,1,0,1,1,1,0,128.0,3,3,5,13,4,4,7,12,0,0,2,2,1,2,5
721,1,1983,6,1,2,4,0,0,0,1,0,1,3,0,0,160.0,2,3,5,40,5,4,7,7,4,0,2,3,1,3,5
722,1,1982,5,5,0,6,0,0,0,1,0,1,1,0,1,140.0,7,1,5,22,5,0,8,9,4,0,3,2,1,1,3
723,1,1980,5,8,2,4,0,0,0,1,0,1,5,0,1,180.0,9,1,5,57,5,0,8,7,4,0,3,3,5,2,3
724,0,1981,5,4,2,4,0,0,0,1,1,1,1,1,0,139.0,8,3,5,21,5,3,9,9,4,0,2,2,1,0,5
725,0,1983,5,4,2,3,0,0,0,0,0,0,1,1,0,115.0,5,3,5,5,5,4,0,9,4,0,3,2,1,3,5
726,1,1981,6,0,0,6,0,1,0,0,0,0,2,0,1,187.0,7,3,5,55,5,3,6,7,4,0,2,3,1,2,5
727,1,1980,5,9,0,4,0,0,0,1,1,1,6,1,1,180.0,1,0,2,57,5,3,6,12,4,0,2,2,6,3,2
728,0,1980,5,7,4,4,0,0,0,1,1,1,1,0,0,155.0,4,3,5,35,5,2,5,9,4,0,2,3,12,3,5
729,1,1983,5,11,1,6,0,0,0,0,0,0,1,0,0,184.0,0,1,5,60,4,0,8,7,0,0,3,3,1,2,3
730,1,1980,5,11,1,3,0,0,0,0,0,0,1,0,0,145.0,3,1,3,26,3,4,7,7,4,0,3,2,0,3,3
731,1,1980,5,5,2,4,0,0,0,1,1,1,2,0,1,155.0,7,3,5,35,5,0,8,6,0,1,3,2,12,3,5
732,1,1982,5,4,1,4,0,1,0,0,0,0,2,0,1,137.0,6,0,2,11,5,0,8,7,2,1,2,3,1,0,2
733,1,1984,5,7,1,4,0,0,0,0,0,0,1,0,0,140.0,0,0,2,22,5,0,3,7,4,0,3,2,1,2,2
734,1,1980,5,7,2,4,0,0,0,0,0,0,1,0,1,135.0,4,1,3,17,5,0,8,9,4,0,2,1,0,2,3
735,1,1981,6,1,1,5,0,0,0,1,0,1,1,0,0,205.0,1,3,5,73,5,4,1,9,2,0,3,2,1,2,5
736,1,1981,5,6,1,4,0,0,0,1,0,1,1,0,1,310.0,0,1,3,0,5,0,8,7,4,0,2,2,1,2,3
737,1,1983,6,2,5,4,1,1,0,1,1,1,4,1,1,187.0,10,3,5,55,4,0,8,2,1,0,3,2,1,3,5
738,0,1981,5,4,3,4,0,0,1,1,0,1,1,0,0,137.0,0,0,2,11,5,3,9,7,4,0,2,3,1,2,2
739,0,1981,5,1,0,2,0,0,0,1,1,1,1,0,0,115.0,9,3,5,5,3,4,9,5,4,0,3,2,1,2,5
740,0,1981,5,3,0,6,0,0,0,1,0,1,1,0,0,230.0,4,0,2,82,5,4,7,7,2,0,3,3,1,3,2
741,1,1984,5,11,2,4,0,0,0,1,0,1,1,1,0,185.0,6,0,2,61,5,4,7,7,4,0,3,2,1,1,2
742,1,1980,5,11,1,4,0,0,0,1,1,1,1,0,1,237.0,6,3,5,81,4,3,6,9,4,0,3,2,4,2,5
743,0,1980,5,5,1,5,0,0,0,1,0,1,2,0,1,130.0,1,3,5,14,5,4,1,12,4,0,3,2,9,2,5
744,1,1981,5,6,2,6,0,0,1,0,0,0,5,1,1,187.0,3,0,2,55,4,0,8,9,2,0,3,3,1,2,2
745,1,1980,5,11,1,3,0,0,0,1,0,1,1,0,0,162.0,4,3,5,31,5,4,2,9,4,0,2,3,2,2,5
746,1,1984,6,4,2,5,0,0,0,1,1,1,3,0,1,185.0,2,3,5,61,5,0,7,9,4,0,3,2,1,3,5
747,1,1983,5,8,1,4,0,0,0,1,1,1,2,0,1,160.0,0,3,5,40,5,4,7,7,2,0,3,3,1,3,5
748,1,1983,5,4,1,3,0,0,0,1,0,1,4,0,1,140.0,4,0,2,22,5,0,8,7,0,0,3,2,1,2,2
749,1,1982,6,3,1,5,0,1,0,1,0,1,1,0,1,180.0,6,0,2,57,5,0,8,7,0,1,2,3,1,3,2
750,0,1984,4,10,0,6,1,0,0,1,1,1,9,1,1,140.0,11,3,0,22,4,0,8,2,1,0,3,2,1,3,0
751,1,1981,5,7,2,5,0,1,0,1,0,1,7,1,1,142.0,1,0,2,23,5,4,7,7,4,1,3,2,1,2,2
752,1,1980,5,10,0,5,0,0,0,1,0,1,1,0,0,220.0,8,3,5,79,5,4,1,9,4,0,3,2,4,1,5
753,0,1984,5,5,1,5,0,1,0,0,1,1,7,0,1,162.0,3,3,5,31,4,0,8,7,4,0,2,2,1,2,5
754,0,1980,5,5,0,9,1,0,1,0,0,0,1,1,1,214.0,1,3,5,,7,3,6,12,0,0,3,2,2,3,5
755,1,1983,5,8,2,4,0,0,0,1,0,1,2,0,1,145.0,6,3,5,26,5,4,9,9,0,0,3,2,1,2,5
756,1,1981,5,9,0,5,0,0,1,1,0,1,1,1,1,162.0,9,0,2,31,4,0,8,7,2,0,3,3,1,1,2
757,0,1984,5,4,4,3,0,0,0,1,1,1,1,1,0,137.0,8,1,5,11,5,4,7,5,4,0,2,3,1,2,3
758,1,1984,6,1,1,7,0,0,0,0,0,0,1,1,0,160.0,11,0,2,40,5,0,3,0,2,0,3,2,1,3,2
759,1,1980,6,1,0,2,0,0,0,1,0,1,4,1,1,160.0,8,0,2,40,5,4,7,7,4,0,3,2,3,3,2
760,1,1982,5,7,3,10,0,0,0,1,0,1,1,0,0,162.0,0,0,2,31,5,4,7,9,4,0,3,2,1,2,2
761,1,1980,5,9,2,3,0,0,0,1,0,1,1,0,0,155.0,3,3,5,35,5,4,7,9,4,1,2,2,0,3,5
762,1,1984,5,11,6,6,0,0,0,0,0,0,1,1,0,136.0,5,3,5,18,5,0,8,7,0,0,3,2,1,1,5
763,0,1981,5,1,3,4,0,0,0,1,1,1,1,0,0,137.0,8,3,5,11,5,4,1,9,4,0,3,2,1,2,5
764,1,1980,6,3,1,3,0,0,0,0,0,0,4,1,1,215.0,5,3,5,77,3,4,7,7,0,0,2,3,,3,5
765,1,1984,5,8,0,3,0,0,0,1,0,1,1,0,1,165.0,3,0,2,45,5,4,7,7,4,0,3,2,1,3,2
766,1,1980,6,0,1,4,0,0,0,0,0,0,1,0,0,155.0,6,3,5,35,5,4,1,9,0,0,2,3,0,2,5
767,1,1981,5,8,2,3,0,0,0,1,0,1,1,0,1,186.0,9,0,2,62,5,4,5,7,4,1,3,2,1,2,2
768,1,1980,6,0,1,4,0,0,0,1,1,1,4,0,1,237.0,10,3,5,81,5,4,7,7,4,0,3,2,2,3,5
769,1,1984,6,0,1,3,0,0,0,0,0,0,1,0,1,145.0,8,3,5,26,5,0,7,9,4,0,3,3,1,3,5
770,0,1984,5,6,6,4,0,0,0,1,0,1,1,0,1,114.0,4,3,5,,5,0,8,2,1,0,3,2,1,2,5
771,1,1983,5,9,0,5,0,0,0,0,0,0,1,0,1,210.0,8,1,3,75,5,0,8,9,4,0,2,3,1,2,3
772,1,1983,6,2,0,5,0,0,0,0,1,1,1,1,0,210.0,6,3,5,75,5,0,8,7,4,0,3,3,1,2,5
773,1,1981,5,7,1,5,0,0,1,1,0,1,2,0,1,155.0,6,0,2,35,4,4,7,7,0,0,3,2,1,2,2
774,1,1981,6,2,1,6,0,0,0,0,0,0,1,0,1,191.0,4,0,2,,5,4,9,7,4,0,3,2,1,2,2
775,0,1982,5,6,4,3,0,0,0,1,1,1,3,0,1,145.0,9,3,5,26,5,4,9,7,4,0,3,2,1,2,5
776,1,1984,5,10,1,3,0,0,0,1,1,1,10,0,1,160.0,10,3,5,40,4,0,8,2,1,0,3,2,1,2,5
777,1,1984,6,0,0,3,0,0,0,1,1,1,3,1,1,170.0,0,0,2,50,5,0,8,7,4,0,3,3,1,2,2
778,0,1983,5,6,2,5,0,0,0,0,0,0,1,0,0,110.0,4,0,2,4,3,4,9,7,4,0,2,2,1,3,2
779,0,1980,5,3,2,4,0,0,1,1,1,1,3,1,1,187.0,7,3,5,55,4,0,8,7,4,0,3,2,12,3,5
780,1,1983,5,11,5,4,0,0,0,1,1,1,4,1,1,140.0,11,3,5,22,5,0,8,7,4,0,3,2,1,2,5
781,0,1980,5,7,5,3,0,0,0,1,1,1,2,0,1,135.0,3,3,5,17,5,4,9,2,1,0,3,2,4,2,5
782,1,1983,5,7,0,4,0,0,0,1,0,1,6,0,1,180.0,1,0,2,57,5,0,6,12,4,0,3,2,1,2,2
783,1,1981,6,-3,0,8,0,0,0,1,0,1,19,0,1,210.0,11,0,2,75,5,0,8,7,4,0,3,2,1,3,2
784,1,1983,5,6,2,4,0,0,0,1,1,1,2,0,1,162.0,3,3,5,31,5,4,7,9,4,0,3,2,1,3,5
785,1,1981,5,7,0,4,0,0,0,0,0,0,2,0,1,140.0,5,3,5,22,5,4,7,7,0,0,2,2,1,2,5
786,1,1983,6,0,4,5,0,0,0,1,0,1,1,1,0,162.0,7,3,5,31,5,4,7,9,4,1,3,2,1,2,5
787,0,1982,5,1,0,4,0,0,1,0,1,1,2,0,0,130.0,11,0,2,14,5,4,9,7,0,0,3,2,1,2,2
788,1,1981,5,6,0,5,0,0,0,1,0,1,2,0,0,187.0,1,3,1,55,4,3,1,9,4,1,2,2,1,1,1
789,1,1981,6,0,2,2,0,0,1,1,1,1,3,1,1,235.0,7,0,2,83,4,3,6,7,4,1,3,2,1,2,2
790,1,1983,5,6,1,4,0,0,0,1,0,1,1,1,1,140.0,11,1,5,22,5,0,8,7,2,0,3,2,1,3,3
791,1,1980,5,11,2,7,0,0,0,1,1,1,1,0,0,160.0,10,3,0,40,4,4,7,2,1,0,2,2,2,2,0
792,1,1982,5,5,4,4,0,0,0,1,1,1,3,0,0,210.0,8,1,3,75,4,4,7,7,4,0,3,2,1,1,3
793,0,1984,5,7,0,7,0,0,0,1,1,1,2,0,0,138.0,0,1,5,20,5,4,0,7,4,0,3,2,1,2,3
794,1,1980,5,8,3,4,0,0,0,1,0,1,5,0,1,165.0,9,0,2,45,4,0,8,7,4,0,3,2,12,2,2
795,0,1983,5,4,0,8,0,1,0,1,0,1,1,1,1,3.0,1,1,2,0,5,4,7,12,4,0,3,2,1,2,3
796,0,1981,5,4,1,4,0,0,0,1,0,1,2,0,0,160.0,3,3,5,40,3,0,6,8,4,0,3,2,1,2,5
797,1,1981,6,3,2,5,0,0,0,0,0,0,1,0,1,187.0,7,3,5,55,5,4,7,9,3,0,2,2,1,2,5
798,1,1980,6,0,3,4,0,0,0,1,1,1,1,0,1,160.0,3,3,5,40,5,4,0,9,2,0,2,3,12,3,5
799,1,1983,5,8,1,3,0,0,0,0,0,0,1,0,0,145.0,3,0,2,26,5,4,7,7,4,0,3,2,1,1,2
800,0,1984,5,1,1,5,0,1,0,1,0,1,1,0,0,137.0,9,3,5,11,4,0,8,9,4,0,3,3,1,2,5
801,0,1983,5,0,1,6,0,0,0,0,0,0,1,1,1,110.0,6,0,2,4,5,0,8,2,1,0,3,2,1,3,2
802,0,1982,5,8,2,4,0,0,1,0,0,0,5,1,1,137.0,3,3,5,11,4,3,6,8,2,1,3,2,1,2,5
803,1,1983,5,3,0,5,0,0,0,1,1,1,2,0,1,135.0,9,1,3,17,5,3,6,2,1,0,3,3,1,3,3
804,1,1982,6,0,4,6,0,0,0,1,1,1,1,0,0,204.0,1,3,5,,4,3,6,7,4,0,2,3,1,2,5
805,0,1981,5,6,1,4,0,0,0,1,1,1,1,0,0,115.0,11,3,5,5,5,4,1,9,4,1,3,2,1,2,5
