sex_recorded_in_1997,marriage_or_cohabitation_status_in_2002,jobs_held_in_2002,household_size_in_1997,parent_or_guardian_relationship_at_age_12,homeless_for_2+_nights_over_last_5_years,used_cocaine_or_other_hard_drug_in_last_4_years,number_of_arrests_in_last_5_years,weight_in_lbs,height_total_inches,target
female,"never married, not cohabiting",3,2,"biological mother, marital status unknown",False,True,2,135.0,66,0
male,"never married, not cohabiting",1,4,anything else,True,True,13,162.0,70,1
male,"never married, not cohabiting",0,5,both biological parents,False,True,1,190.0,70,0
male,"never married, not cohabiting",1,9,"biological mother, marital status unknown",False,False,1,171.0,70,1
male,"never married, not cohabiting",2,5,Unknown,False,False,1,237.0,73,0
male,"never married, not cohabiting",1,2,"biological mother, other parent present",True,True,22,160.0,70,1
male,"never married, not cohabiting",1,5,"biological dad, marital status unknown",False,False,2,145.0,73,0
male,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,False,1,187.0,70,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",True,True,2,257.5,64,0
male,"never married, not cohabiting",0,5,Unknown,False,True,2,140.0,67,0
male,"never married, cohabiting",1,4,both biological parents,False,True,1,237.0,71,0
female,"never married, cohabiting",0,5,"biological mother, marital status unknown",False,False,1,130.0,59,0
male,"never married, not cohabiting",2,5,"other adults, biological parent status unknown, not group quarters",False,False,1,160.0,74,1
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,True,1,230.0,71,0
male,"never married, not cohabiting",3,4,Unknown,False,False,1,210.0,81,0
male,"never married, not cohabiting",0,4,both biological parents,False,True,2,190.0,69,1
male,"never married, not cohabiting",5,3,"biological mother, other parent present",False,True,1,257.5,74,0
female,"never married, not cohabiting",1,4,Unknown,False,False,1,163.0,73,0
male,"never married, not cohabiting",2,3,"biological dad, marital status unknown",False,False,1,130.0,66,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,1,220.0,70,0
male,"never married, not cohabiting",1,6,foster parent(s),False,False,1,146.0,71,0
male,"never married, cohabiting",2,4,both biological parents,False,False,1,140.0,69,1
male,"never married, not cohabiting",1,2,"biological dad, marital status unknown",False,False,1,250.0,73,0
male,"never married, not cohabiting",7,5,both biological parents,False,True,3,180.0,72,0
male,"never married, not cohabiting",2,4,both biological parents,False,True,1,160.0,72,0
female,"never married, not cohabiting",3,4,both biological parents,False,False,1,106.0,62,0
male,"never married, not cohabiting",0,2,"other adults, biological parent status unknown, not group quarters",True,True,6,170.0,70,1
female,"never married, not cohabiting",0,6,"other adults, biological parent status unknown, not group quarters",False,False,1,118.0,62,1
male,"never married, cohabiting",4,5,both biological parents,False,False,1,235.0,71,0
male,"never married, not cohabiting",1,5,both biological parents,True,False,6,127.0,68,1
female,"never married, not cohabiting",4,5,both biological parents,False,False,1,162.0,67,1
female,"never married, not cohabiting",3,7,both biological parents,False,False,1,210.0,62,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,160.0,72,0
female,"never married, cohabiting",2,6,"biological dad, marital status unknown",False,False,6,137.0,63,0
male,"never married, cohabiting",1,4,Unknown,False,False,1,165.0,69,1
male,"never married, not cohabiting",2,5,both biological parents,False,False,1,240.0,68,0
male,"never married, not cohabiting",0,5,Unknown,False,True,3,145.0,74,1
male,"never married, not cohabiting",2,4,Unknown,True,False,4,195.0,74,1
male,"never married, cohabiting",1,4,Unknown,False,False,6,162.0,65,1
female,"never married, cohabiting",1,5,"biological mother, marital status unknown",False,True,2,98.0,61,1
male,"never married, not cohabiting",5,5,"biological father, other parent present",False,True,4,140.0,69,0
male,"never married, not cohabiting",3,4,both biological parents,False,True,7,187.0,73,1
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,True,9,234.0,73,0
female,"never married, not cohabiting",1,4,both biological parents,False,True,1,135.0,62,1
female,"never married, not cohabiting",5,5,both biological parents,False,True,2,190.0,70,1
female,"never married, not cohabiting",6,2,"biological mother, marital status unknown",False,True,3,140.0,62,0
female,"never married, cohabiting",1,6,"other adults, biological parent status unknown, not group quarters",False,False,1,162.0,64,1
female,"never married, cohabiting",3,4,both biological parents,False,False,2,137.0,65,0
female,"never married, not cohabiting",3,3,"biological mother, other parent present",False,True,1,95.0,63,0
female,"never married, not cohabiting",2,3,"biological mother, other parent present",False,False,7,115.0,65,1
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,180.0,60,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,1,160.0,72,1
female,"never married, cohabiting",0,5,"biological mother, marital status unknown",False,True,10,145.0,64,0
male,"never married, not cohabiting",2,4,"biological dad, marital status unknown",False,False,8,162.0,71,0
male,"never married, not cohabiting",3,5,"other adults, biological parent status unknown, not group quarters",False,True,6,145.0,66,0
female,"never married, cohabiting",2,8,both biological parents,False,False,1,112.0,64,0
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,False,1,185.0,67,0
male,"never married, cohabiting",2,3,both biological parents,True,True,4,215.0,74,0
male,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,False,2,187.0,71,0
male,"never married, not cohabiting",2,5,both biological parents,False,False,1,160.0,74,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,160.0,73,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,True,1,250.0,72,1
female,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,2,112.0,62,0
male,"never married, not cohabiting",0,6,Unknown,False,False,4,215.0,70,0
male,"married, spouse present",1,10,Unknown,True,False,1,164.0,72,1
female,"never married, not cohabiting",1,4,both biological parents,False,False,2,165.0,65,0
male,"never married, not cohabiting",0,7,"biological mother, marital status unknown",False,False,9,257.5,75,1
male,"never married, cohabiting",4,5,"biological mother, marital status unknown",False,False,2,140.0,71,0
male,"never married, not cohabiting",3,2,"biological mother, marital status unknown",False,False,4,190.0,69,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,1,170.0,73,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,True,4,187.0,66,1
male,"married, spouse present",2,4,both biological parents,False,False,6,170.0,71,1
male,"never married, not cohabiting",3,2,"biological mother, marital status unknown",False,False,1,194.0,72,1
female,"married, spouse present",3,4,both biological parents,False,False,1,135.0,65,0
male,"never married, not cohabiting",4,7,both biological parents,False,False,6,170.0,69,1
male,"never married, not cohabiting",1,6,both biological parents,False,False,4,185.0,69,0
male,"never married, not cohabiting",3,4,"biological dad, marital status unknown",False,False,2,145.0,63,0
male,"never married, not cohabiting",4,4,"biological mother, marital status unknown",False,False,1,178.0,75,0
male,"never married, not cohabiting",1,6,both biological parents,False,True,1,140.0,71,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,1,250.0,74,0
male,"married, spouse present",1,4,"biological mother, marital status unknown",False,False,4,257.5,74,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,True,3,187.0,67,0
male,"never married, not cohabiting",1,4,both biological parents,False,True,2,230.0,72,0
male,"never married, not cohabiting",0,6,both biological parents,False,False,1,220.0,81,0
male,"never married, not cohabiting",0,2,"biological dad, marital status unknown",False,False,2,185.0,72,0
female,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,True,1,140.0,65,0
female,"never married, cohabiting",2,5,"other adults, biological parent status unknown, not group quarters",False,False,1,130.0,64,0
female,"never married, not cohabiting",1,4,both biological parents,False,True,2,155.0,68,0
male,"never married, not cohabiting",2,3,both biological parents,False,True,1,212.0,72,1
male,"never married, not cohabiting",1,4,both biological parents,False,False,2,170.0,70,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,2,180.0,73,0
male,"never married, not cohabiting",3,5,both biological parents,False,False,2,195.0,71,0
female,"never married, not cohabiting",3,4,both biological parents,False,False,1,145.0,67,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,True,1,210.0,74,0
male,"never married, not cohabiting",1,5,both biological parents,False,True,2,169.0,68,0
female,"married, spouse present",2,5,"biological mother, marital status unknown",False,False,1,155.0,63,0
female,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,3,140.0,65,1
female,"never married, not cohabiting",3,6,Unknown,False,True,4,180.0,64,0
female,"never married, cohabiting",0,6,Unknown,True,True,9,140.0,58,1
male,"never married, not cohabiting",1,6,"other adults, biological parent status unknown, not group quarters",False,False,1,145.0,69,0
male,"never married, cohabiting",1,2,"biological mother, marital status unknown",False,False,3,160.0,71,0
male,"never married, not cohabiting",3,6,"biological mother, marital status unknown",False,False,1,142.0,69,0
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,True,5,130.0,64,0
female,"never married, cohabiting",1,2,"biological mother, other parent present",False,True,2,115.0,61,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,True,1,160.0,64,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,1,190.0,72,0
female,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,True,1,162.0,66,0
female,"divorced, not cohabiting",0,4,"biological mother, marital status unknown",False,False,2,140.0,65,0
male,"never married, cohabiting",1,4,"biological mother, marital status unknown",False,False,3,145.0,69,0
male,"never married, not cohabiting",1,4,both biological parents,False,True,1,172.0,81,1
male,"never married, not cohabiting",1,3,both biological parents,False,False,1,230.0,72,0
male,"never married, cohabiting",6,7,Unknown,True,False,1,155.0,71,1
female,"married, spouse absent",1,5,"biological mother, marital status unknown",False,True,1,115.0,64,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,13,131.0,67,1
male,"never married, not cohabiting",2,5,both biological parents,False,False,1,210.0,74,0
male,"never married, not cohabiting",4,2,"biological mother, marital status unknown",False,False,1,237.0,74,0
male,"never married, cohabiting",2,5,both biological parents,False,False,5,162.0,74,1
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,True,2,160.0,71,0
male,"never married, not cohabiting",5,4,"biological mother, marital status unknown",False,True,4,140.0,71,1
male,"never married, not cohabiting",2,5,both biological parents,False,False,1,187.0,72,0
female,"married, spouse present",0,5,both biological parents,False,False,2,120.0,62,0
male,"never married, not cohabiting",3,2,"biological mother, other parent present",False,True,1,185.0,69,0
male,"never married, not cohabiting",2,8,both biological parents,False,False,1,210.0,71,1
male,"never married, cohabiting",2,4,both biological parents,False,False,9,170.0,70,0
female,"never married, not cohabiting",2,2,"biological dad, marital status unknown",False,False,1,242.0,67,1
male,"never married, not cohabiting",1,5,both biological parents,False,True,2,162.0,70,1
male,"never married, not cohabiting",0,6,Unknown,False,True,1,230.0,81,0
male,"never married, not cohabiting",4,3,"biological mother, marital status unknown",False,True,4,195.0,71,0
male,"never married, not cohabiting",1,3,both biological parents,False,True,2,135.0,67,0
female,"married, spouse present",1,5,both biological parents,False,True,1,145.0,66,0
male,"never married, not cohabiting",3,5,both biological parents,False,True,1,220.0,69,0
male,"never married, not cohabiting",2,5,both biological parents,False,True,1,155.0,68,1
male,"never married, not cohabiting",1,3,both biological parents,False,True,2,155.0,70,0
female,"divorced, not cohabiting",2,3,"biological mother, marital status unknown",False,False,7,139.0,64,0
male,"never married, not cohabiting",4,5,both biological parents,False,False,2,170.0,70,0
male,"never married, not cohabiting",4,4,both biological parents,False,False,1,180.0,73,0
male,"never married, cohabiting",2,4,"biological mother, marital status unknown",False,False,4,162.0,71,1
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,3,140.0,66,0
female,"never married, not cohabiting",4,4,"biological mother, marital status unknown",False,True,7,115.0,64,0
female,"never married, cohabiting",1,3,"biological mother, marital status unknown",False,True,1,257.5,75,0
female,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,True,2,180.0,68,1
male,"never married, not cohabiting",2,4,"other adults, biological parent status unknown, not group quarters",False,False,1,185.0,71,0
male,"never married, cohabiting",3,5,both biological parents,False,False,2,135.0,63,0
female,"never married, not cohabiting",3,4,both biological parents,False,False,1,187.0,64,0
female,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,False,1,162.0,65,0
female,"never married, cohabiting",1,4,both biological parents,False,False,1,110.0,64,0
female,"never married, not cohabiting",3,4,both biological parents,False,False,1,101.0,61,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,1,135.0,68,0
male,"never married, not cohabiting",2,4,Unknown,False,False,2,160.0,73,1
male,"never married, not cohabiting",3,4,both biological parents,False,False,1,135.0,71,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,1,180.0,73,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,2,163.0,68,0
female,"married, spouse present",1,6,"other adults, biological parent status unknown, not group quarters",False,False,3,162.0,65,1
female,"married, spouse present",1,3,Unknown,False,True,4,170.0,70,0
male,"never married, not cohabiting",4,5,"biological mother, marital status unknown",False,False,2,160.0,66,0
male,"never married, cohabiting",3,3,"biological mother, other parent present",False,False,8,165.0,66,1
male,"never married, cohabiting",1,3,Unknown,False,True,10,160.0,70,0
female,"never married, cohabiting",3,5,Unknown,False,False,2,155.0,62,0
female,"never married, not cohabiting",2,4,"biological father, other parent present",False,False,2,144.0,62,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,2,257.5,69,0
female,"never married, cohabiting",1,3,both biological parents,False,False,2,115.0,64,0
male,"never married, not cohabiting",4,3,"biological dad, marital status unknown",False,True,6,157.0,69,0
male,"never married, not cohabiting",6,6,"biological mother, marital status unknown",False,False,1,136.0,71,1
male,"never married, cohabiting",2,6,"biological mother, marital status unknown",False,False,1,163.0,73,1
male,"never married, not cohabiting",4,4,both biological parents,False,False,2,176.0,69,1
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,True,7,160.0,72,1
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,187.0,75,1
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,1,140.0,63,0
male,"never married, cohabiting",0,4,"biological mother, marital status unknown",False,True,1,162.0,73,1
female,"never married, cohabiting",7,5,"biological mother, marital status unknown",False,True,3,155.0,61,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,174.0,72,0
male,"never married, not cohabiting",1,3,both biological parents,False,True,2,145.0,68,0
male,"never married, not cohabiting",2,6,both biological parents,False,True,8,162.0,70,0
male,"never married, cohabiting",0,5,"biological mother, marital status unknown",False,False,1,145.0,72,0
female,"married, spouse present",1,5,"biological mother, marital status unknown",False,False,1,130.0,64,0
female,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,1,110.0,63,0
female,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,1,137.0,66,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",True,True,3,155.0,69,1
female,"never married, not cohabiting",2,3,both biological parents,False,False,1,160.0,66,0
male,"never married, cohabiting",3,4,both biological parents,False,False,2,257.5,73,0
male,"married, spouse present",0,4,both biological parents,False,False,2,207.0,72,0
female,"never married, not cohabiting",3,3,"biological mother, other parent present",False,False,1,172.0,62,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,False,1,140.0,65,0
female,"never married, not cohabiting",2,6,Unknown,False,False,2,120.0,64,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,190.0,71,0
male,"divorced, not cohabiting",3,5,both biological parents,False,False,1,210.0,71,0
female,"never married, cohabiting",2,2,"biological mother, marital status unknown",False,True,1,212.0,66,1
male,"never married, not cohabiting",2,3,Unknown,False,False,1,160.0,69,0
female,"married, spouse present",1,6,both biological parents,False,False,1,165.0,64,0
male,"never married, not cohabiting",0,4,both biological parents,False,True,1,155.0,70,0
female,"never married, cohabiting",1,3,adoptive parent(s),False,True,1,160.0,69,0
male,"never married, not cohabiting",5,4,both biological parents,False,True,5,205.0,70,1
male,"married, spouse present",2,3,both biological parents,False,False,1,190.0,72,0
female,"never married, not cohabiting",1,9,Unknown,False,True,1,140.0,64,0
male,"married, spouse present",3,8,both biological parents,False,True,10,137.0,81,0
male,"never married, not cohabiting",2,3,Unknown,False,False,2,145.0,70,1
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,3,160.0,73,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,5,162.0,66,1
female,"never married, cohabiting",1,6,"other adults, biological parent status unknown, not group quarters",False,False,1,128.0,65,1
male,"never married, not cohabiting",2,3,both biological parents,False,False,1,245.0,68,0
female,"never married, not cohabiting",0,5,both biological parents,False,True,7,120.0,65,1
male,"never married, cohabiting",1,3,"biological mother, marital status unknown",False,True,1,194.0,74,0
male,"married, spouse present",3,3,"biological mother, marital status unknown",False,False,1,165.0,69,0
male,"never married, cohabiting",3,4,both biological parents,False,False,1,240.0,72,0
male,"never married, not cohabiting",2,6,both biological parents,False,False,1,165.0,73,1
female,"never married, not cohabiting",0,4,both biological parents,False,True,2,115.0,62,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,1,155.0,72,0
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,True,3,135.0,70,0
female,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,False,1,162.0,66,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,145.0,65,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,1,180.0,73,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,1,185.0,81,0
male,"never married, not cohabiting",0,2,"biological mother, marital status unknown",False,False,1,170.0,64,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,1,129.0,72,0
male,"never married, not cohabiting",1,5,"biological mother, other parent present",False,False,1,190.0,78,0
male,"never married, not cohabiting",1,6,"biological mother, other parent present",False,False,1,69.5,70,1
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,160.0,71,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,145.0,65,1
male,"never married, not cohabiting",0,8,"biological mother, marital status unknown",False,False,19,210.0,69,0
female,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,True,2,162.0,67,1
male,"never married, not cohabiting",1,7,both biological parents,False,False,1,198.0,67,0
male,"never married, not cohabiting",1,7,Unknown,False,False,2,165.0,72,1
male,"never married, not cohabiting",1,7,Unknown,False,True,2,165.0,72,0
male,"never married, not cohabiting",0,7,Unknown,False,False,1,160.0,70,0
male,"never married, not cohabiting",0,7,Unknown,False,False,4,69.5,78,0
male,"never married, not cohabiting",0,8,both biological parents,False,False,1,165.0,69,1
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,170.0,74,0
male,"never married, not cohabiting",5,4,Unknown,False,False,1,155.0,73,0
male,"never married, not cohabiting",3,4,both biological parents,False,False,1,140.0,68,0
female,"never married, not cohabiting",6,5,"other adults, biological parent status unknown, not group quarters",False,False,3,140.0,65,1
female,"never married, cohabiting",4,3,"biological mother, marital status unknown",False,False,1,162.0,65,0
male,"never married, not cohabiting",1,7,"biological mother, marital status unknown",False,False,3,220.0,74,0
male,"never married, not cohabiting",0,5,"biological mother, marital status unknown",False,False,2,149.0,71,1
male,"married, spouse present",2,3,anything else,False,True,1,156.0,67,0
male,"never married, not cohabiting",3,5,"biological mother, marital status unknown",False,False,2,187.0,71,0
male,"never married, cohabiting",3,3,"other adults, biological parent status unknown, not group quarters",True,False,1,165.0,74,0
female,"never married, not cohabiting",0,9,both biological parents,True,False,1,142.0,64,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,178.0,66,0
male,"never married, not cohabiting",0,4,"biological dad, marital status unknown",False,False,1,158.0,69,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,False,3,155.0,70,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,185.0,72,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,215.0,68,0
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,2,212.0,62,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,1,162.0,71,0
female,"never married, not cohabiting",0,6,"biological mother, marital status unknown",False,False,1,230.0,63,0
male,"never married, cohabiting",2,4,both biological parents,False,True,1,160.0,69,0
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,False,1,140.0,71,0
male,"never married, not cohabiting",1,6,both biological parents,False,False,1,174.0,70,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,1,165.0,73,0
male,"never married, not cohabiting",1,3,both biological parents,False,False,1,140.0,65,1
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,212.0,69,0
female,"married, spouse present",3,6,"biological mother, marital status unknown",False,False,2,140.0,62,0
male,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,True,1,140.0,73,0
male,"never married, not cohabiting",2,5,"biological mother, marital status unknown",False,True,2,160.0,68,1
male,"never married, not cohabiting",1,3,both biological parents,False,True,1,190.0,73,0
male,"never married, not cohabiting",2,5,Unknown,False,True,1,140.0,68,0
male,"never married, not cohabiting",0,5,Unknown,False,False,1,187.0,69,0
male,"never married, not cohabiting",3,7,both biological parents,False,False,3,140.0,65,0
female,"never married, cohabiting",1,5,both biological parents,False,False,1,120.0,67,0
male,"never married, not cohabiting",1,7,"biological dad, marital status unknown",False,False,1,163.0,60,1
female,"never married, not cohabiting",1,6,Unknown,False,False,2,135.0,61,0
male,"married, spouse present",4,5,"biological dad, marital status unknown",False,True,1,132.0,67,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,185.0,72,0
male,"never married, not cohabiting",1,3,Unknown,False,False,1,187.0,71,1
male,"never married, not cohabiting",2,5,both biological parents,False,False,1,220.0,72,1
male,"never married, not cohabiting",3,2,Unknown,False,True,1,170.0,68,0
female,"married, spouse present",1,4,"biological mother, marital status unknown",False,True,2,137.0,66,0
male,"never married, cohabiting",3,4,"biological mother, marital status unknown",False,False,5,165.0,68,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,1,162.0,66,0
female,"never married, not cohabiting",1,4,both biological parents,False,True,1,165.0,66,0
male,"never married, not cohabiting",3,2,"biological dad, marital status unknown",False,False,4,165.0,74,0
male,"never married, not cohabiting",2,3,both biological parents,False,True,1,155.0,69,0
male,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,False,1,168.0,74,1
female,"never married, not cohabiting",3,4,"biological mother, marital status unknown",False,False,1,115.0,65,0
female,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,6,140.0,67,1
female,"separated, not cohabiting",0,9,"other adults, biological parent status unknown, not group quarters",True,False,1,214.0,65,1
male,"never married, not cohabiting",4,5,both biological parents,False,False,1,187.0,73,0
female,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,1,105.0,61,0
female,"never married, not cohabiting",3,6,"biological mother, marital status unknown",True,False,1,154.0,64,1
female,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,1,156.0,65,0
male,"never married, not cohabiting",2,7,"biological mother, marital status unknown",False,False,1,237.0,74,0
male,"never married, not cohabiting",1,7,Unknown,False,False,1,160.0,73,1
female,"married, spouse present",2,3,"biological dad, marital status unknown",False,True,4,162.0,63,0
male,"never married, not cohabiting",1,3,"biological dad, marital status unknown",False,False,1,212.0,72,0
male,"never married, not cohabiting",3,5,both biological parents,False,False,1,162.0,59,0
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,147.0,68,1
male,"never married, not cohabiting",0,4,both biological parents,False,True,1,145.0,64,1
female,"never married, cohabiting",4,2,"biological mother, marital status unknown",False,False,1,120.0,63,0
male,"never married, cohabiting",2,4,"biological mother, marital status unknown",False,True,1,140.0,65,0
male,"never married, not cohabiting",3,4,"biological dad, marital status unknown",False,True,2,120.0,66,1
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,2,162.0,70,0
female,"never married, not cohabiting",2,5,both biological parents,False,True,1,115.0,65,0
male,"never married, not cohabiting",1,4,both biological parents,False,False,3,190.0,75,1
male,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,False,2,180.0,67,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,160.0,70,0
female,"married, spouse present",2,3,"biological mother, other parent present",False,False,1,145.0,66,0
male,"never married, not cohabiting",2,4,both biological parents,False,True,1,140.0,68,0
male,"never married, not cohabiting",1,4,both biological parents,False,True,2,140.0,67,1
male,"never married, not cohabiting",1,5,both biological parents,False,False,1,185.0,72,0
male,"never married, not cohabiting",4,3,"biological mother, other parent present",False,False,3,162.0,71,0
male,"never married, not cohabiting",1,3,"biological mother, marital status unknown",False,False,1,140.0,67,0
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,False,1,162.0,70,0
male,"never married, not cohabiting",1,2,"biological mother, marital status unknown",False,True,1,220.0,75,1
male,"never married, not cohabiting",1,3,both biological parents,False,False,1,162.0,71,0
male,"never married, cohabiting",2,3,"biological dad, marital status unknown",False,True,2,180.0,74,0
male,"never married, not cohabiting",2,3,"biological mother, marital status unknown",False,False,2,187.0,70,1
female,"never married, not cohabiting",2,4,both biological parents,False,False,1,187.0,66,1
male,"never married, not cohabiting",2,4,both biological parents,False,True,1,145.0,66,0
female,"never married, not cohabiting",0,3,both biological parents,False,False,1,130.0,61,0
female,"never married, cohabiting",2,5,both biological parents,False,True,6,140.0,67,0
male,"never married, not cohabiting",3,7,Unknown,False,False,2,245.0,71,0
female,"never married, cohabiting",2,5,both biological parents,False,False,4,110.0,59,0
male,"never married, not cohabiting",1,3,both biological parents,False,False,1,145.0,67,0
female,"never married, not cohabiting",3,3,"biological mother, marital status unknown",False,False,1,120.0,66,0
male,"married, spouse absent",0,4,both biological parents,False,False,1,170.0,75,0
male,"never married, not cohabiting",2,6,both biological parents,False,False,1,212.0,78,0
female,"married, spouse present",3,4,both biological parents,False,False,1,137.0,63,0
female,"never married, not cohabiting",2,5,both biological parents,False,True,1,130.0,65,0
male,"never married, not cohabiting",0,3,both biological parents,False,False,1,223.0,75,0
female,"never married, not cohabiting",2,4,"biological mother, marital status unknown",False,True,1,187.0,67,0
male,"never married, not cohabiting",1,4,"biological mother, marital status unknown",False,False,1,160.0,72,0
female,"never married, cohabiting",2,4,both biological parents,False,False,3,110.0,64,0
male,"never married, not cohabiting",0,5,both biological parents,False,False,1,120.0,68,0
male,"never married, cohabiting",0,3,both biological parents,True,True,10,165.0,73,1
male,"never married, cohabiting",3,3,"biological dad, marital status unknown",False,True,1,140.0,67,1
male,"married, spouse present",1,5,"biological dad, marital status unknown",False,False,1,162.0,69,0
female,"never married, cohabiting",1,7,both biological parents,False,False,1,155.0,72,0
female,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,False,1,120.0,67,0
female,"never married, cohabiting",3,5,both biological parents,False,True,6,170.0,65,0
female,"never married, not cohabiting",6,4,Unknown,False,False,1,114.0,66,0
female,"never married, cohabiting",4,5,"other adults, biological parent status unknown, not group quarters",False,True,2,135.0,62,0
male,"never married, not cohabiting",0,8,both biological parents,False,True,2,197.0,75,0
female,"never married, cohabiting",1,3,"biological mother, marital status unknown",False,True,1,130.0,64,0
female,"never married, not cohabiting",2,4,both biological parents,False,True,1,126.0,62,0
male,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,False,2,140.0,67,0
male,"never married, not cohabiting",0,3,"biological mother, marital status unknown",False,False,4,187.0,68,1
female,"never married, not cohabiting",2,4,both biological parents,False,False,1,115.0,60,0
male,"never married, not cohabiting",2,4,both biological parents,False,False,1,187.0,70,0
male,"never married, not cohabiting",4,5,"biological mother, marital status unknown",False,False,3,160.0,70,0
male,"never married, not cohabiting",1,5,"biological mother, marital status unknown",False,True,1,210.0,73,0
male,"never married, not cohabiting",1,3,"other adults, biological parent status unknown, not group quarters",False,False,1,215.0,77,1
female,"never married, not cohabiting",0,4,"biological mother, marital status unknown",False,True,1,162.0,66,1
male,"never married, not cohabiting",0,2,"biological mother, marital status unknown",False,True,2,180.0,70,0
